:START_ID(Flight),:END_ID(Airport)
FL11368,AP002
FL11369,AP009
FL11370,AP039
FL11371,AP013
FL11372,AP034
FL11373,AP010
FL11374,AP004
FL11375,AP005
FL11376,AP034
FL11377,AP003
FL11378,AP031
FL11379,AP040
FL11380,AP005
FL11381,AP008
FL11382,AP004
FL11383,AP027
FL11384,AP015
FL11385,AP008
FL11386,AP007
FL11387,AP010
FL11388,AP040
FL11389,AP020
FL11390,AP017
FL11391,AP004
FL11392,AP002
FL11393,AP038
FL11394,AP024
FL11395,AP021
FL11396,AP026
FL11397,AP034
FL11398,AP015
FL11399,AP022
FL11400,AP020
FL11401,AP008
FL11402,AP038
FL11403,AP004
FL11404,AP029
FL11405,AP004
FL11406,AP002
FL11407,AP010
FL11408,AP025
FL11409,AP009
FL11410,AP037
FL11411,AP005
FL11412,AP023
FL11413,AP019
FL11414,AP024
FL11415,AP005
FL11416,AP003
FL11417,AP028
FL11418,AP005
FL11419,AP004
FL11420,AP001
FL11421,AP003
FL11422,AP020
FL11423,AP024
FL11424,AP006
FL11425,AP011
FL11426,AP010
FL11427,AP018
FL11428,AP001
FL11429,AP027
FL11430,AP009
FL11431,AP004
FL11432,AP016
FL11433,AP001
FL11434,AP018
FL11435,AP017
FL11436,AP007
FL11437,AP005
FL11438,AP024
FL11439,AP006
FL11440,AP030
FL11441,AP019
FL11442,AP033
FL11443,AP029
FL11444,AP035
FL11445,AP006
FL11446,AP011
FL11447,AP002
FL11448,AP024
FL11449,AP032
FL11450,AP004
FL11451,AP019
FL11452,AP001
FL11453,AP010
FL11454,AP027
FL11455,AP040
FL11456,AP002
FL11457,AP007
FL11458,AP005
FL11459,AP010
FL11460,AP004
FL11461,AP001
FL11462,AP010
FL11463,AP007
FL11464,AP015
FL11465,AP009
FL11466,AP007
FL11467,AP027
FL11468,AP005
FL11469,AP017
FL11470,AP023
FL11471,AP026
FL11472,AP009
FL11473,AP019
FL11474,AP003
FL11475,AP037
FL11476,AP010
FL11477,AP032
FL11478,AP033
FL11479,AP002
FL11480,AP003
FL11481,AP007
FL11482,AP010
FL11483,AP034
FL11484,AP005
FL11485,AP001
FL11486,AP009
FL11487,AP010
FL11488,AP005
FL11489,AP027
FL11490,AP003
FL11491,AP018
FL11492,AP013
FL11493,AP007
FL11494,AP004
FL11495,AP034
FL11496,AP037
FL11497,AP012
FL11498,AP003
FL11499,AP006
FL11500,AP003
FL11501,AP005
FL11502,AP012
FL11503,AP013
FL11504,AP005
FL11505,AP001
FL11506,AP002
FL11507,AP020
FL11508,AP026
FL11509,AP001
FL11510,AP014
FL11511,AP029
FL11512,AP016
FL11513,AP007
FL11514,AP001
FL11515,AP009
FL11516,AP004
FL11517,AP024
FL11518,AP026
FL11519,AP024
FL11520,AP040
FL11521,AP009
FL11522,AP031
FL11523,AP019
FL11524,AP037
FL11525,AP007
FL11526,AP005
FL11527,AP013
FL11528,AP033
FL11529,AP003
FL11530,AP005
FL11531,AP008
FL11532,AP002
FL11533,AP005
FL11534,AP028
FL11535,AP008
FL11536,AP035
FL11537,AP001
FL11538,AP018
FL11539,AP005
FL11540,AP010
FL11541,AP033
FL11542,AP007
FL11543,AP022
FL11544,AP008
FL11545,AP033
FL11546,AP024
FL11547,AP004
FL11548,AP010
FL11549,AP037
FL11550,AP019
FL11551,AP004
FL11552,AP001
FL11553,AP007
FL11554,AP005
FL11555,AP007
FL11556,AP031
FL11557,AP024
FL11558,AP009
FL11559,AP010
FL11560,AP005
FL11561,AP001
FL11562,AP016
FL11563,AP017
FL11564,AP012
FL11565,AP011
FL11566,AP006
FL11567,AP007
FL11568,AP034
FL11569,AP010
FL11570,AP008
FL11571,AP003
FL11572,AP007
FL11573,AP004
FL11574,AP003
FL11575,AP004
FL11576,AP010
FL11577,AP006
FL11578,AP037
FL11579,AP029
FL11580,AP034
FL11581,AP004
FL11582,AP040
FL11583,AP028
FL11584,AP013
FL11585,AP005
FL11586,AP022
FL11587,AP034
FL11588,AP009
FL11589,AP010
FL11590,AP005
FL11591,AP015
FL11592,AP037
FL11593,AP005
FL11594,AP003
FL11595,AP025
FL11596,AP007
FL11597,AP020
FL11598,AP004
FL11599,AP002
FL11600,AP018
FL11601,AP009
FL11602,AP034
FL11603,AP003
FL11604,AP006
FL11605,AP028
FL11606,AP014
FL11607,AP026
FL11608,AP035
FL11609,AP022
FL11610,AP018
FL11611,AP025
FL11612,AP010
FL11613,AP008
FL11614,AP037
FL11615,AP007
FL11616,AP003
FL11617,AP027
FL11618,AP038
FL11619,AP003
FL11620,AP010
FL11621,AP005
FL11622,AP037
FL11623,AP028
FL11624,AP026
FL11625,AP039
FL11626,AP008
FL11627,AP005
FL11628,AP009
FL11629,AP016
FL11630,AP002
FL11631,AP005
FL11632,AP009
FL11633,AP025
FL11634,AP018
FL11635,AP024
FL11636,AP005
FL11637,AP030
FL11638,AP002
FL11639,AP018
FL11640,AP005
FL11641,AP007
FL11642,AP024
FL11643,AP019
FL11644,AP023
FL11645,AP022
FL11646,AP031
FL11647,AP008
FL11648,AP007
FL11649,AP010
FL11650,AP040
FL11651,AP005
FL11652,AP009
FL11653,AP001
FL11654,AP002
FL11655,AP003
FL11656,AP007
FL11657,AP005
FL11658,AP003
FL11659,AP001
FL11660,AP016
FL11661,AP003
FL11662,AP001
FL11663,AP010
FL11664,AP023
FL11665,AP036
FL11666,AP012
FL11667,AP007
FL11668,AP003
FL11669,AP010
FL11670,AP008
FL11671,AP002
FL11672,AP027
FL11673,AP006
FL11674,AP002
FL11675,AP003
FL11676,AP002
FL11677,AP003
FL11678,AP020
FL11679,AP022
FL11680,AP021
FL11681,AP038
FL11682,AP006
FL11683,AP033
FL11684,AP006
FL11685,AP038
FL11686,AP031
FL11687,AP005
FL11688,AP003
FL11689,AP037
FL11690,AP005
FL11691,AP008
FL11692,AP038
FL11693,AP010
FL11694,AP032
FL11695,AP009
FL11696,AP015
FL11697,AP003
FL11698,AP005
FL11699,AP001
FL11700,AP014
FL11701,AP003
FL11702,AP009
FL11703,AP006
FL11704,AP021
FL11705,AP003
FL11706,AP030
FL11707,AP036
FL11708,AP024
FL11709,AP009
FL11710,AP008
FL11711,AP010
FL11712,AP006
FL11713,AP001
FL11714,AP014
FL11715,AP008
FL11716,AP029
FL11717,AP020
FL11718,AP009
FL11719,AP005
FL11720,AP015
FL11721,AP026
FL11722,AP010
FL11723,AP002
FL11724,AP036
FL11725,AP021
FL11726,AP030
FL11727,AP038
FL11728,AP008
FL11729,AP039
FL11730,AP034
FL11731,AP016
FL11732,AP004
FL11733,AP017
FL11734,AP007
FL11735,AP003
FL11736,AP015
FL11737,AP008
FL11738,AP021
FL11739,AP018
FL11740,AP036
FL11741,AP017
FL11742,AP012
FL11743,AP010
FL11744,AP004
FL11745,AP027
FL11746,AP006
FL11747,AP009
FL11748,AP036
FL11749,AP014
FL11750,AP010
FL11751,AP032
FL11752,AP017
FL11753,AP006
FL11754,AP007
FL11755,AP009
FL11756,AP008
FL11757,AP017
FL11758,AP005
FL11759,AP007
FL11760,AP006
FL11761,AP013
FL11762,AP006
FL11763,AP022
FL11764,AP002
FL11765,AP008
FL11766,AP002
FL11767,AP004
FL11768,AP002
FL11769,AP006
FL11770,AP025
FL11771,AP008
FL11772,AP003
FL11773,AP025
FL11774,AP009
FL11775,AP010
FL11776,AP036
FL11777,AP035
FL11778,AP004
FL11779,AP003
FL11780,AP032
FL11781,AP009
FL11782,AP033
FL11783,AP005
FL11784,AP009
FL11785,AP025
FL11786,AP030
FL11787,AP008
FL11788,AP009
FL11789,AP003
FL11790,AP005
FL11791,AP004
FL11792,AP003
FL11793,AP001
FL11794,AP008
FL11795,AP010
FL11796,AP003
FL11797,AP026
FL11798,AP003
FL11799,AP007
FL11800,AP004
FL11801,AP010
FL11802,AP036
FL11803,AP002
FL11804,AP033
FL11805,AP007
FL11806,AP004
FL11807,AP032
FL11808,AP002
FL11809,AP025
FL11810,AP004
FL11811,AP007
FL11812,AP010
FL11813,AP008
FL11814,AP010
FL11815,AP009
FL11816,AP008
FL11817,AP007
FL11818,AP002
FL11819,AP040
FL11820,AP008
FL11821,AP038
FL11822,AP007
FL11823,AP005
FL11824,AP007
FL11825,AP033
FL11826,AP040
FL11827,AP008
FL11828,AP021
FL11829,AP008
FL11830,AP004
FL11831,AP005
FL11832,AP009
FL11833,AP006
FL11834,AP001
FL11835,AP030
FL11836,AP036
FL11837,AP039
FL11838,AP006
FL11839,AP003
FL11840,AP028
FL11841,AP020
FL11842,AP007
FL11843,AP010
FL11844,AP007
FL11845,AP040
FL11846,AP005
FL11847,AP039
FL11848,AP012
FL11849,AP007
FL11850,AP020
FL11851,AP005
FL11852,AP007
FL11853,AP015
FL11854,AP022
FL11855,AP004
FL11856,AP038
FL11857,AP010
FL11858,AP012
FL11859,AP019
FL11860,AP003
FL11861,AP017
FL11862,AP007
FL11863,AP009
FL11864,AP031
FL11865,AP013
FL11866,AP025
FL11867,AP031
FL11868,AP040
FL11869,AP003
FL11870,AP032
FL11871,AP007
FL11872,AP010
FL11873,AP028
FL11874,AP005
FL11875,AP008
FL11876,AP003
FL11877,AP004
FL11878,AP011
FL11879,AP035
FL11880,AP012
FL11881,AP035
FL11882,AP006
FL11883,AP005
FL11884,AP007
FL11885,AP003
FL11886,AP012
FL11887,AP001
FL11888,AP002
FL11889,AP003
FL11890,AP029
FL11891,AP006
FL11892,AP002
FL11893,AP018
FL11894,AP009
FL11895,AP008
FL11896,AP010
FL11897,AP011
FL11898,AP015
FL11899,AP035
FL11900,AP006
FL11901,AP002
FL11902,AP012
FL11903,AP024
FL11904,AP037
FL11905,AP004
FL11906,AP031
FL11907,AP018
FL11908,AP007
FL11909,AP039
FL11910,AP008
FL11911,AP012
FL11912,AP002
FL11913,AP011
FL11914,AP034
FL11915,AP010
FL11916,AP006
FL11917,AP018
FL11918,AP017
FL11919,AP021
FL11920,AP010
FL11921,AP008
FL11922,AP010
FL11923,AP006
FL11924,AP008
FL11925,AP007
FL11926,AP005
FL11927,AP025
FL11928,AP037
FL11929,AP008
FL11930,AP009
FL11931,AP010
FL11932,AP003
FL11933,AP038
FL11934,AP029
FL11935,AP010
FL11936,AP037
FL11937,AP014
FL11938,AP011
FL11939,AP027
FL11940,AP005
FL11941,AP004
FL11942,AP021
FL11943,AP004
FL11944,AP012
FL11945,AP010
FL11946,AP001
FL11947,AP005
FL11948,AP032
FL11949,AP037
FL11950,AP027
FL11951,AP019
FL11952,AP013
FL11953,AP030
FL11954,AP023
FL11955,AP035
FL11956,AP008
FL11957,AP018
FL11958,AP008
FL11959,AP029
FL11960,AP026
FL11961,AP006
FL11962,AP002
FL11963,AP019
FL11964,AP005
FL11965,AP008
FL11966,AP001
FL11967,AP005
FL11968,AP009
FL11969,AP040
FL11970,AP006
FL11971,AP004
FL11972,AP013
FL11973,AP026
FL11974,AP038
FL11975,AP032
FL11976,AP010
FL11977,AP005
FL11978,AP008
FL11979,AP014
FL11980,AP012
FL11981,AP009
FL11982,AP008
FL11983,AP018
FL11984,AP035
FL11985,AP026
FL11986,AP032
FL11987,AP024
FL11988,AP019
FL11989,AP034
FL11990,AP002
FL11991,AP001
FL11992,AP007
FL11993,AP003
FL11994,AP009
FL11995,AP034
FL11996,AP008
FL11997,AP032
FL11998,AP036
FL11999,AP002
FL12000,AP001
FL12001,AP033
FL12002,AP009
FL12003,AP018
FL12004,AP008
FL12005,AP018
FL12006,AP001
FL12007,AP033
FL12008,AP022
FL12009,AP001
FL12010,AP003
FL12011,AP029
FL12012,AP009
FL12013,AP020
FL12014,AP009
FL12015,AP004
FL12016,AP008
FL12017,AP003
FL12018,AP001
FL12019,AP003
FL12020,AP007
FL12021,AP017
FL12022,AP032
FL12023,AP036
FL12024,AP006
FL12025,AP031
FL12026,AP008
FL12027,AP039
FL12028,AP040
FL12029,AP036
FL12030,AP004
FL12031,AP018
FL12032,AP002
FL12033,AP025
FL12034,AP001
FL12035,AP020
FL12036,AP039
FL12037,AP002
FL12038,AP018
FL12039,AP008
FL12040,AP038
FL12041,AP007
FL12042,AP011
FL12043,AP005
FL12044,AP006
FL12045,AP009
FL12046,AP040
FL12047,AP012
FL12048,AP005
FL12049,AP030
FL12050,AP005
FL12051,AP037
FL12052,AP027
FL12053,AP019
FL12054,AP006
FL12055,AP022
FL12056,AP002
FL12057,AP038
FL12058,AP009
FL12059,AP019
FL12060,AP032
FL12061,AP009
FL12062,AP027
FL12063,AP001
FL12064,AP006
FL12065,AP023
FL12066,AP040
FL12067,AP036
FL12068,AP003
FL12069,AP004
FL12070,AP001
FL12071,AP008
FL12072,AP009
FL12073,AP038
FL12074,AP009
FL12075,AP006
FL12076,AP004
FL12077,AP010
FL12078,AP006
FL12079,AP005
FL12080,AP006
FL12081,AP008
FL12082,AP032
FL12083,AP004
FL12084,AP007
FL12085,AP008
FL12086,AP007
FL12087,AP025
FL12088,AP007
FL12089,AP002
FL12090,AP003
FL12091,AP010
FL12092,AP004
FL12093,AP015
FL12094,AP006
FL12095,AP007
FL12096,AP008
FL12097,AP002
FL12098,AP003
FL12099,AP004
FL12100,AP009
FL12101,AP028
FL12102,AP039
FL12103,AP004
FL12104,AP010
FL12105,AP004
FL12106,AP007
FL12107,AP004
FL12108,AP023
FL12109,AP004
FL12110,AP038
FL12111,AP020
FL12112,AP006
FL12113,AP021
FL12114,AP001
FL12115,AP038
FL12116,AP028
FL12117,AP001
FL12118,AP002
FL12119,AP006
FL12120,AP003
FL12121,AP035
FL12122,AP027
FL12123,AP038
FL12124,AP002
FL12125,AP003
FL12126,AP034
FL12127,AP029
FL12128,AP005
FL12129,AP009
FL12130,AP037
FL12131,AP015
FL12132,AP010
FL12133,AP004
FL12134,AP007
FL12135,AP009
FL12136,AP030
FL12137,AP005
FL12138,AP015
FL12139,AP029
FL12140,AP003
FL12141,AP008
FL12142,AP012
FL12143,AP001
FL12144,AP010
FL12145,AP009
FL12146,AP002
FL12147,AP001
FL12148,AP007
FL12149,AP023
FL12150,AP002
FL12151,AP009
FL12152,AP008
FL12153,AP025
FL12154,AP035
FL12155,AP030
FL12156,AP029
FL12157,AP006
FL12158,AP028
FL12159,AP001
FL12160,AP014
FL12161,AP011
FL12162,AP023
FL12163,AP027
FL12164,AP013
FL12165,AP005
FL12166,AP004
FL12167,AP010
FL12168,AP025
FL12169,AP040
FL12170,AP008
FL12171,AP010
FL12172,AP007
FL12173,AP006
FL12174,AP015
FL12175,AP008
FL12176,AP021
FL12177,AP002
FL12178,AP012
FL12179,AP003
FL12180,AP023
FL12181,AP028
FL12182,AP034
FL12183,AP026
FL12184,AP012
FL12185,AP007
FL12186,AP026
FL12187,AP002
FL12188,AP018
FL12189,AP013
FL12190,AP009
FL12191,AP003
FL12192,AP006
FL12193,AP005
FL12194,AP002
FL12195,AP008
FL12196,AP006
FL12197,AP010
FL12198,AP031
FL12199,AP036
FL12200,AP006
FL12201,AP003
FL12202,AP001
FL12203,AP006
FL12204,AP026
FL12205,AP007
FL12206,AP005
FL12207,AP040
FL12208,AP006
FL12209,AP008
FL12210,AP020
FL12211,AP012
FL12212,AP033
FL12213,AP006
FL12214,AP005
FL12215,AP013
FL12216,AP002
FL12217,AP004
FL12218,AP019
FL12219,AP018
FL12220,AP003
FL12221,AP007
FL12222,AP015
FL12223,AP034
FL12224,AP002
FL12225,AP003
FL12226,AP008
FL12227,AP021
FL12228,AP032
FL12229,AP009
FL12230,AP019
FL12231,AP006
FL12232,AP002
FL12233,AP001
FL12234,AP008
FL12235,AP011
FL12236,AP002
FL12237,AP020
FL12238,AP001
FL12239,AP004
FL12240,AP008
FL12241,AP032
FL12242,AP015
FL12243,AP028
FL12244,AP039
FL12245,AP007
FL12246,AP008
FL12247,AP027
FL12248,AP028
FL12249,AP007
FL12250,AP002
FL12251,AP010
FL12252,AP002
FL12253,AP007
FL12254,AP009
FL12255,AP015
FL12256,AP035
FL12257,AP006
FL12258,AP003
FL12259,AP016
FL12260,AP022
FL12261,AP007
FL12262,AP009
FL12263,AP032
FL12264,AP028
FL12265,AP003
FL12266,AP014
FL12267,AP003
FL12268,AP018
FL12269,AP007
FL12270,AP035
FL12271,AP017
FL12272,AP032
FL12273,AP025
FL12274,AP001
FL12275,AP031
FL12276,AP010
FL12277,AP012
FL12278,AP023
FL12279,AP025
FL12280,AP010
FL12281,AP004
FL12282,AP001
FL12283,AP025
FL12284,AP032
FL12285,AP009
FL12286,AP003
FL12287,AP004
FL12288,AP026
FL12289,AP012
FL12290,AP040
FL12291,AP003
FL12292,AP004
FL12293,AP007
FL12294,AP025
FL12295,AP011
FL12296,AP006
FL12297,AP010
FL12298,AP012
FL12299,AP027
FL12300,AP003
FL12301,AP009
FL12302,AP012
FL12303,AP002
FL12304,AP019
FL12305,AP003
FL12306,AP031
FL12307,AP039
FL12308,AP024
FL12309,AP003
FL12310,AP016
FL12311,AP010
FL12312,AP007
FL12313,AP006
FL12314,AP001
FL12315,AP019
FL12316,AP021
FL12317,AP008
FL12318,AP002
FL12319,AP010
FL12320,AP005
FL12321,AP001
FL12322,AP009
FL12323,AP025
FL12324,AP009
FL12325,AP002
FL12326,AP013
FL12327,AP009
FL12328,AP003
FL12329,AP011
FL12330,AP001
FL12331,AP018
FL12332,AP019
FL12333,AP008
FL12334,AP035
FL12335,AP003
FL12336,AP006
FL12337,AP017
FL12338,AP003
FL12339,AP004
FL12340,AP025
FL12341,AP006
FL12342,AP005
FL12343,AP007
FL12344,AP006
FL12345,AP008
FL12346,AP032
FL12347,AP001
FL12348,AP008
FL12349,AP009
FL12350,AP027
FL12351,AP001
FL12352,AP031
FL12353,AP029
FL12354,AP032
FL12355,AP009
FL12356,AP028
FL12357,AP003
FL12358,AP007
FL12359,AP010
FL12360,AP018
FL12361,AP037
FL12362,AP007
FL12363,AP003
FL12364,AP009
FL12365,AP007
FL12366,AP003
FL12367,AP009
FL12368,AP020
FL12369,AP004
FL12370,AP005
FL12371,AP003
FL12372,AP008
FL12373,AP014
FL12374,AP003
FL12375,AP032
FL12376,AP010
FL12377,AP007
FL12378,AP034
FL12379,AP010
FL12380,AP008
FL12381,AP009
FL12382,AP008
FL12383,AP012
FL12384,AP005
FL12385,AP008
FL12386,AP035
FL12387,AP006
FL12388,AP025
FL12389,AP035
FL12390,AP024
FL12391,AP007
FL12392,AP030
FL12393,AP012
FL12394,AP004
FL12395,AP028
FL12396,AP031
FL12397,AP004
FL12398,AP035
FL12399,AP014
FL12400,AP004
FL12401,AP027
FL12402,AP018
FL12403,AP036
FL12404,AP009
FL12405,AP022
FL12406,AP004
FL12407,AP010
FL12408,AP029
FL12409,AP002
FL12410,AP039
FL12411,AP007
FL12412,AP024
FL12413,AP004
FL12414,AP009
FL12415,AP026
FL12416,AP006
FL12417,AP028
FL12418,AP007
FL12419,AP040
FL12420,AP010
FL12421,AP009
FL12422,AP003
FL12423,AP002
FL12424,AP010
FL12425,AP037
FL12426,AP003
FL12427,AP009
FL12428,AP001
FL12429,AP009
FL12430,AP006
FL12431,AP014
FL12432,AP001
FL12433,AP035
FL12434,AP007
FL12435,AP030
FL12436,AP031
FL12437,AP004
FL12438,AP025
FL12439,AP024
FL12440,AP007
FL12441,AP013
FL12442,AP001
FL12443,AP005
FL12444,AP008
FL12445,AP039
FL12446,AP015
FL12447,AP014
FL12448,AP002
FL12449,AP009
FL12450,AP010
FL12451,AP003
FL12452,AP033
FL12453,AP005
FL12454,AP027
FL12455,AP010
FL12456,AP014
FL12457,AP017
FL12458,AP010
FL12459,AP009
FL12460,AP002
FL12461,AP037
FL12462,AP002
FL12463,AP026
FL12464,AP010
FL12465,AP006
FL12466,AP012
FL12467,AP002
FL12468,AP006
FL12469,AP008
FL12470,AP003
FL12471,AP010
FL12472,AP006
FL12473,AP032
FL12474,AP008
FL12475,AP007
FL12476,AP001
FL12477,AP003
FL12478,AP008
FL12479,AP017
FL12480,AP030
FL12481,AP015
FL12482,AP030
FL12483,AP005
FL12484,AP013
FL12485,AP010
FL12486,AP006
FL12487,AP001
FL12488,AP031
FL12489,AP015
FL12490,AP016
FL12491,AP027
FL12492,AP034
FL12493,AP032
FL12494,AP005
FL12495,AP007
FL12496,AP037
FL12497,AP040
FL12498,AP009
FL12499,AP037
FL12500,AP007
FL12501,AP001
FL12502,AP028
FL12503,AP003
FL12504,AP026
FL12505,AP025
FL12506,AP004
FL12507,AP008
FL12508,AP001
FL12509,AP006
FL12510,AP001
FL12511,AP013
FL12512,AP027
FL12513,AP015
FL12514,AP027
FL12515,AP003
FL12516,AP005
FL12517,AP008
FL12518,AP009
FL12519,AP012
FL12520,AP009
FL12521,AP010
FL12522,AP009
FL12523,AP007
FL12524,AP009
FL12525,AP007
FL12526,AP040
FL12527,AP003
FL12528,AP010
FL12529,AP029
FL12530,AP019
FL12531,AP035
FL12532,AP028
FL12533,AP010
FL12534,AP032
FL12535,AP015
FL12536,AP025
FL12537,AP012
FL12538,AP005
FL12539,AP004
FL12540,AP012
FL12541,AP010
FL12542,AP004
FL12543,AP003
FL12544,AP006
FL12545,AP035
FL12546,AP030
FL12547,AP016
FL12548,AP008
FL12549,AP012
FL12550,AP026
FL12551,AP030
FL12552,AP010
FL12553,AP021
FL12554,AP026
FL12555,AP007
FL12556,AP006
FL12557,AP010
FL12558,AP004
FL12559,AP006
FL12560,AP003
FL12561,AP006
FL12562,AP024
FL12563,AP004
FL12564,AP010
FL12565,AP005
FL12566,AP002
FL12567,AP004
FL12568,AP009
FL12569,AP006
FL12570,AP024
FL12571,AP023
FL12572,AP007
FL12573,AP030
FL12574,AP004
FL12575,AP009
FL12576,AP010
FL12577,AP006
FL12578,AP028
FL12579,AP038
FL12580,AP025
FL12581,AP034
FL12582,AP032
FL12583,AP027
FL12584,AP008
FL12585,AP027
FL12586,AP002
FL12587,AP006
FL12588,AP009
FL12589,AP003
FL12590,AP038
FL12591,AP005
FL12592,AP038
FL12593,AP032
FL12594,AP001
FL12595,AP005
FL12596,AP004
FL12597,AP017
FL12598,AP040
FL12599,AP002
FL12600,AP005
FL12601,AP011
FL12602,AP030
FL12603,AP002
FL12604,AP016
FL12605,AP007
FL12606,AP002
FL12607,AP003
FL12608,AP029
FL12609,AP001
FL12610,AP009
FL12611,AP005
FL12612,AP001
FL12613,AP010
FL12614,AP034
FL12615,AP002
FL12616,AP035
FL12617,AP003
FL12618,AP001
FL12619,AP024
FL12620,AP002
FL12621,AP030
FL12622,AP004
FL12623,AP005
FL12624,AP003
FL12625,AP007
FL12626,AP009
FL12627,AP035
FL12628,AP009
FL12629,AP033
FL12630,AP003
FL12631,AP010
FL12632,AP035
FL12633,AP036
FL12634,AP013
FL12635,AP036
FL12636,AP018
FL12637,AP002
FL12638,AP037
FL12639,AP008
FL12640,AP002
FL12641,AP036
FL12642,AP029
FL12643,AP006
FL12644,AP038
FL12645,AP033
FL12646,AP002
FL12647,AP017
FL12648,AP009
FL12649,AP005
FL12650,AP007
FL12651,AP010
FL12652,AP003
FL12653,AP001
FL12654,AP039
FL12655,AP010
FL12656,AP006
FL12657,AP002
FL12658,AP015
FL12659,AP006
FL12660,AP011
FL12661,AP032
FL12662,AP023
FL12663,AP002
FL12664,AP007
FL12665,AP028
FL12666,AP008
FL12667,AP001
FL12668,AP010
FL12669,AP001
FL12670,AP006
FL12671,AP007
FL12672,AP014
FL12673,AP005
FL12674,AP010
FL12675,AP004
FL12676,AP001
FL12677,AP007
FL12678,AP004
FL12679,AP006
FL12680,AP008
FL12681,AP006
FL12682,AP010
FL12683,AP004
FL12684,AP008
FL12685,AP009
FL12686,AP014
FL12687,AP036
FL12688,AP007
FL12689,AP030
FL12690,AP029
FL12691,AP032
FL12692,AP003
FL12693,AP007
FL12694,AP010
FL12695,AP008
FL12696,AP002
FL12697,AP023
FL12698,AP007
FL12699,AP010
FL12700,AP026
FL12701,AP019
FL12702,AP020
FL12703,AP026
FL12704,AP023
FL12705,AP002
FL12706,AP014
FL12707,AP023
FL12708,AP005
FL12709,AP022
FL12710,AP039
FL12711,AP005
FL12712,AP010
FL12713,AP008
FL12714,AP039
FL12715,AP032
FL12716,AP036
FL12717,AP008
FL12718,AP021
FL12719,AP006
FL12720,AP027
FL12721,AP005
FL12722,AP039
FL12723,AP001
FL12724,AP024
FL12725,AP009
FL12726,AP013
FL12727,AP005
FL12728,AP034
FL12729,AP037
FL12730,AP008
FL12731,AP026
FL12732,AP010
FL12733,AP005
FL12734,AP002
FL12735,AP035
FL12736,AP001
FL12737,AP002
FL12738,AP007
FL12739,AP021
FL12740,AP018
FL12741,AP004
FL12742,AP020
FL12743,AP001
FL12744,AP007
FL12745,AP002
FL12746,AP036
FL12747,AP023
FL12748,AP030
FL12749,AP034
FL12750,AP003
FL12751,AP014
FL12752,AP012
FL12753,AP029
FL12754,AP006
FL12755,AP035
FL12756,AP005
FL12757,AP009
FL12758,AP026
FL12759,AP007
FL12760,AP009
FL12761,AP030
FL12762,AP008
FL12763,AP005
FL12764,AP001
FL12765,AP006
FL12766,AP034
FL12767,AP012
FL12768,AP006
FL12769,AP018
FL12770,AP038
FL12771,AP006
FL12772,AP005
FL12773,AP007
FL12774,AP030
FL12775,AP003
FL12776,AP028
FL12777,AP004
FL12778,AP018
FL12779,AP001
FL12780,AP015
FL12781,AP022
FL12782,AP037
FL12783,AP039
FL12784,AP001
FL12785,AP038
FL12786,AP017
FL12787,AP027
FL12788,AP001
FL12789,AP018
FL12790,AP026
FL12791,AP013
FL12792,AP010
FL12793,AP018
FL12794,AP008
FL12795,AP038
FL12796,AP011
FL12797,AP027
FL12798,AP039
FL12799,AP007
FL12800,AP015
FL12801,AP004
FL12802,AP008
FL12803,AP030
FL12804,AP016
FL12805,AP018
FL12806,AP004
FL12807,AP003
FL12808,AP006
FL12809,AP008
FL12810,AP006
FL12811,AP008
FL12812,AP009
FL12813,AP002
FL12814,AP005
FL12815,AP001
FL12816,AP010
FL12817,AP007
FL12818,AP027
FL12819,AP038
FL12820,AP006
FL12821,AP001
FL12822,AP008
FL12823,AP007
FL12824,AP001
FL12825,AP007
FL12826,AP009
FL12827,AP011
FL12828,AP002
FL12829,AP009
FL12830,AP003
FL12831,AP005
FL12832,AP012
FL12833,AP003
FL12834,AP023
FL12835,AP001
FL12836,AP010
FL12837,AP007
FL12838,AP029
FL12839,AP007
FL12840,AP009
FL12841,AP002
FL12842,AP012
FL12843,AP010
FL12844,AP006
FL12845,AP019
FL12846,AP008
FL12847,AP005
FL12848,AP006
FL12849,AP030
FL12850,AP010
FL12851,AP001
FL12852,AP006
FL12853,AP005
FL12854,AP001
FL12855,AP018
FL12856,AP004
FL12857,AP031
FL12858,AP027
FL12859,AP001
FL12860,AP031
FL12861,AP001
FL12862,AP007
FL12863,AP018
FL12864,AP001
FL12865,AP010
FL12866,AP004
FL12867,AP005
FL12868,AP039
FL12869,AP026
FL12870,AP005
FL12871,AP017
FL12872,AP002
FL12873,AP013
FL12874,AP005
FL12875,AP008
FL12876,AP010
FL12877,AP004
FL12878,AP008
FL12879,AP001
FL12880,AP030
FL12881,AP004
FL12882,AP008
FL12883,AP039
FL12884,AP005
FL12885,AP009
FL12886,AP004
FL12887,AP005
FL12888,AP026
FL12889,AP009
FL12890,AP005
FL12891,AP025
FL12892,AP040
FL12893,AP005
FL12894,AP004
FL12895,AP006
FL12896,AP040
FL12897,AP035
FL12898,AP017
FL12899,AP009
FL12900,AP007
FL12901,AP027
FL12902,AP001
FL12903,AP037
FL12904,AP001
FL12905,AP006
FL12906,AP029
FL12907,AP033
FL12908,AP022
FL12909,AP016
FL12910,AP009
FL12911,AP004
FL12912,AP036
FL12913,AP001
FL12914,AP010
FL12915,AP018
FL12916,AP019
FL12917,AP001
FL12918,AP007
FL12919,AP026
FL12920,AP004
