:START_ID(Flight),:END_ID(Airport)
FL03317,AP005
FL03318,AP006
FL03319,AP007
FL03320,AP013
FL03321,AP008
FL03322,AP007
FL03323,AP001
FL03324,AP008
FL03325,AP038
FL03326,AP008
FL03327,AP028
FL03328,AP003
FL03329,AP035
FL03330,AP019
FL03331,AP003
FL03332,AP035
FL03333,AP034
FL03334,AP008
FL03335,AP006
FL03336,AP008
FL03337,AP004
FL03338,AP031
FL03339,AP006
FL03340,AP026
FL03341,AP001
FL03342,AP007
FL03343,AP002
FL03344,AP010
FL03345,AP009
FL03346,AP036
FL03347,AP007
FL03348,AP003
FL03349,AP010
FL03350,AP007
FL03351,AP009
FL03352,AP014
FL03353,AP033
FL03354,AP008
FL03355,AP013
FL03356,AP008
FL03357,AP005
FL03358,AP003
FL03359,AP005
FL03360,AP007
FL03361,AP006
FL03362,AP038
FL03363,AP004
FL03364,AP008
FL03365,AP025
FL03366,AP001
FL03367,AP008
FL03368,AP013
FL03369,AP033
FL03370,AP031
FL03371,AP001
FL03372,AP005
FL03373,AP003
FL03374,AP019
FL03375,AP005
FL03376,AP016
FL03377,AP010
FL03378,AP002
FL03379,AP006
FL03380,AP021
FL03381,AP008
FL03382,AP006
FL03383,AP004
FL03384,AP009
FL03385,AP020
FL03386,AP013
FL03387,AP002
FL03388,AP005
FL03389,AP002
FL03390,AP006
FL03391,AP025
FL03392,AP023
FL03393,AP002
FL03394,AP027
FL03395,AP003
FL03396,AP005
FL03397,AP039
FL03398,AP005
FL03399,AP026
FL03400,AP028
FL03401,AP001
FL03402,AP035
FL03403,AP005
FL03404,AP006
FL03405,AP003
FL03406,AP006
FL03407,AP005
FL03408,AP008
FL03409,AP001
FL03410,AP029
FL03411,AP040
FL03412,AP020
FL03413,AP001
FL03414,AP023
FL03415,AP012
FL03416,AP025
FL03417,AP001
FL03418,AP009
FL03419,AP001
FL03420,AP023
FL03421,AP012
FL03422,AP004
FL03423,AP038
FL03424,AP005
FL03425,AP008
FL03426,AP006
FL03427,AP037
FL03428,AP003
FL03429,AP035
FL03430,AP006
FL03431,AP020
FL03432,AP027
FL03433,AP014
FL03434,AP032
FL03435,AP011
FL03436,AP005
FL03437,AP020
FL03438,AP031
FL03439,AP024
FL03440,AP004
FL03441,AP021
FL03442,AP025
FL03443,AP015
FL03444,AP008
FL03445,AP034
FL03446,AP027
FL03447,AP002
FL03448,AP014
FL03449,AP001
FL03450,AP033
FL03451,AP004
FL03452,AP010
FL03453,AP001
FL03454,AP036
FL03455,AP035
FL03456,AP030
FL03457,AP009
FL03458,AP013
FL03459,AP003
FL03460,AP001
FL03461,AP003
FL03462,AP040
FL03463,AP001
FL03464,AP010
FL03465,AP013
FL03466,AP002
FL03467,AP034
FL03468,AP038
FL03469,AP002
FL03470,AP039
FL03471,AP035
FL03472,AP001
FL03473,AP033
FL03474,AP007
FL03475,AP022
FL03476,AP005
FL03477,AP019
FL03478,AP012
FL03479,AP030
FL03480,AP008
FL03481,AP002
FL03482,AP005
FL03483,AP004
FL03484,AP027
FL03485,AP006
FL03486,AP005
FL03487,AP011
FL03488,AP006
FL03489,AP013
FL03490,AP001
FL03491,AP030
FL03492,AP009
FL03493,AP005
FL03494,AP006
FL03495,AP001
FL03496,AP023
FL03497,AP008
FL03498,AP013
FL03499,AP039
FL03500,AP010
FL03501,AP026
FL03502,AP009
FL03503,AP002
FL03504,AP036
FL03505,AP011
FL03506,AP002
FL03507,AP006
FL03508,AP005
FL03509,AP006
FL03510,AP005
FL03511,AP018
FL03512,AP023
FL03513,AP035
FL03514,AP025
FL03515,AP001
FL03516,AP005
FL03517,AP003
FL03518,AP002
FL03519,AP023
FL03520,AP007
FL03521,AP020
FL03522,AP007
FL03523,AP006
FL03524,AP002
FL03525,AP017
FL03526,AP005
FL03527,AP020
FL03528,AP003
FL03529,AP006
FL03530,AP017
FL03531,AP009
FL03532,AP003
FL03533,AP018
FL03534,AP006
FL03535,AP022
FL03536,AP004
FL03537,AP033
FL03538,AP039
FL03539,AP007
FL03540,AP006
FL03541,AP004
FL03542,AP007
FL03543,AP013
FL03544,AP020
FL03545,AP008
FL03546,AP029
FL03547,AP001
FL03548,AP031
FL03549,AP006
FL03550,AP040
FL03551,AP039
FL03552,AP020
FL03553,AP010
FL03554,AP039
FL03555,AP015
FL03556,AP005
FL03557,AP026
FL03558,AP010
FL03559,AP013
FL03560,AP009
FL03561,AP001
FL03562,AP035
FL03563,AP024
FL03564,AP005
FL03565,AP026
FL03566,AP022
FL03567,AP002
FL03568,AP003
FL03569,AP035
FL03570,AP002
FL03571,AP007
FL03572,AP004
FL03573,AP010
FL03574,AP040
FL03575,AP002
FL03576,AP018
FL03577,AP017
FL03578,AP003
FL03579,AP033
FL03580,AP040
FL03581,AP005
FL03582,AP033
FL03583,AP009
FL03584,AP037
FL03585,AP003
FL03586,AP010
FL03587,AP017
FL03588,AP010
FL03589,AP004
FL03590,AP005
FL03591,AP032
FL03592,AP002
FL03593,AP004
FL03594,AP020
FL03595,AP008
FL03596,AP002
FL03597,AP033
FL03598,AP010
FL03599,AP032
FL03600,AP003
FL03601,AP009
FL03602,AP005
FL03603,AP028
FL03604,AP005
FL03605,AP023
FL03606,AP007
FL03607,AP004
FL03608,AP007
FL03609,AP014
FL03610,AP005
FL03611,AP039
FL03612,AP016
FL03613,AP019
FL03614,AP006
FL03615,AP025
FL03616,AP008
FL03617,AP034
FL03618,AP008
FL03619,AP010
FL03620,AP007
FL03621,AP005
FL03622,AP011
FL03623,AP037
FL03624,AP008
FL03625,AP026
FL03626,AP006
FL03627,AP007
FL03628,AP040
FL03629,AP015
FL03630,AP039
FL03631,AP035
FL03632,AP001
FL03633,AP003
FL03634,AP020
FL03635,AP003
FL03636,AP006
FL03637,AP033
FL03638,AP006
FL03639,AP007
FL03640,AP003
FL03641,AP001
FL03642,AP008
FL03643,AP024
FL03644,AP003
FL03645,AP019
FL03646,AP020
FL03647,AP004
FL03648,AP003
FL03649,AP028
FL03650,AP027
FL03651,AP003
FL03652,AP032
FL03653,AP007
FL03654,AP021
FL03655,AP005
FL03656,AP009
FL03657,AP007
FL03658,AP009
FL03659,AP006
FL03660,AP003
FL03661,AP028
FL03662,AP002
FL03663,AP016
FL03664,AP007
FL03665,AP021
FL03666,AP004
FL03667,AP016
FL03668,AP010
FL03669,AP002
FL03670,AP008
FL03671,AP016
FL03672,AP004
FL03673,AP023
FL03674,AP010
FL03675,AP034
FL03676,AP002
FL03677,AP006
FL03678,AP002
FL03679,AP038
FL03680,AP024
FL03681,AP039
FL03682,AP009
FL03683,AP035
FL03684,AP003
FL03685,AP005
FL03686,AP010
FL03687,AP037
FL03688,AP034
FL03689,AP033
FL03690,AP004
FL03691,AP018
FL03692,AP008
FL03693,AP033
FL03694,AP039
FL03695,AP012
FL03696,AP001
FL03697,AP003
FL03698,AP004
FL03699,AP003
FL03700,AP037
FL03701,AP001
FL03702,AP010
FL03703,AP005
FL03704,AP003
FL03705,AP010
FL03706,AP006
FL03707,AP034
FL03708,AP009
FL03709,AP005
FL03710,AP011
FL03711,AP003
FL03712,AP032
FL03713,AP005
FL03714,AP019
FL03715,AP033
FL03716,AP026
FL03717,AP008
FL03718,AP033
FL03719,AP002
FL03720,AP010
FL03721,AP011
FL03722,AP007
FL03723,AP003
FL03724,AP024
FL03725,AP017
FL03726,AP038
FL03727,AP040
FL03728,AP016
FL03729,AP020
FL03730,AP001
FL03731,AP035
FL03732,AP001
FL03733,AP029
FL03734,AP017
FL03735,AP028
FL03736,AP001
FL03737,AP032
FL03738,AP002
FL03739,AP009
FL03740,AP004
FL03741,AP034
FL03742,AP028
FL03743,AP010
FL03744,AP002
FL03745,AP016
FL03746,AP009
FL03747,AP012
FL03748,AP029
FL03749,AP025
FL03750,AP031
FL03751,AP035
FL03752,AP028
FL03753,AP019
FL03754,AP002
FL03755,AP008
FL03756,AP024
FL03757,AP007
FL03758,AP012
FL03759,AP030
FL03760,AP005
FL03761,AP014
FL03762,AP023
FL03763,AP019
FL03764,AP003
FL03765,AP017
FL03766,AP038
FL03767,AP005
FL03768,AP029
FL03769,AP005
FL03770,AP010
FL03771,AP004
FL03772,AP007
FL03773,AP017
FL03774,AP007
FL03775,AP039
FL03776,AP022
FL03777,AP037
FL03778,AP013
FL03779,AP003
FL03780,AP014
FL03781,AP031
FL03782,AP004
FL03783,AP002
FL03784,AP028
FL03785,AP022
FL03786,AP003
FL03787,AP017
FL03788,AP003
FL03789,AP002
FL03790,AP004
FL03791,AP005
FL03792,AP007
FL03793,AP002
FL03794,AP005
FL03795,AP024
FL03796,AP015
FL03797,AP003
FL03798,AP015
FL03799,AP005
FL03800,AP009
FL03801,AP002
FL03802,AP007
FL03803,AP008
FL03804,AP015
FL03805,AP002
FL03806,AP009
FL03807,AP017
FL03808,AP009
FL03809,AP014
FL03810,AP008
FL03811,AP006
FL03812,AP002
FL03813,AP036
FL03814,AP012
FL03815,AP032
FL03816,AP026
FL03817,AP003
FL03818,AP005
FL03819,AP007
FL03820,AP008
FL03821,AP018
FL03822,AP038
FL03823,AP009
FL03824,AP005
FL03825,AP017
FL03826,AP005
FL03827,AP010
FL03828,AP026
FL03829,AP007
FL03830,AP008
FL03831,AP021
FL03832,AP009
FL03833,AP002
FL03834,AP016
FL03835,AP004
FL03836,AP015
FL03837,AP011
FL03838,AP007
FL03839,AP004
FL03840,AP019
FL03841,AP010
FL03842,AP019
FL03843,AP004
FL03844,AP009
FL03845,AP010
FL03846,AP007
FL03847,AP038
FL03848,AP003
FL03849,AP004
FL03850,AP008
FL03851,AP009
FL03852,AP035
FL03853,AP038
FL03854,AP005
FL03855,AP001
FL03856,AP003
FL03857,AP004
FL03858,AP015
FL03859,AP033
FL03860,AP017
FL03861,AP013
FL03862,AP030
FL03863,AP031
FL03864,AP011
FL03865,AP009
FL03866,AP002
FL03867,AP005
FL03868,AP013
FL03869,AP006
FL03870,AP005
FL03871,AP030
FL03872,AP002
FL03873,AP001
FL03874,AP037
FL03875,AP027
FL03876,AP004
FL03877,AP035
FL03878,AP013
FL03879,AP001
FL03880,AP016
FL03881,AP031
FL03882,AP002
FL03883,AP008
FL03884,AP004
FL03885,AP007
FL03886,AP004
FL03887,AP003
FL03888,AP001
FL03889,AP003
FL03890,AP008
FL03891,AP024
FL03892,AP003
FL03893,AP017
FL03894,AP010
FL03895,AP008
FL03896,AP006
FL03897,AP010
FL03898,AP023
FL03899,AP005
FL03900,AP034
FL03901,AP005
FL03902,AP003
FL03903,AP009
FL03904,AP033
FL03905,AP002
FL03906,AP031
FL03907,AP005
FL03908,AP009
FL03909,AP018
FL03910,AP012
FL03911,AP036
FL03912,AP002
FL03913,AP029
FL03914,AP007
FL03915,AP003
FL03916,AP007
FL03917,AP025
FL03918,AP001
FL03919,AP004
FL03920,AP015
FL03921,AP010
FL03922,AP006
FL03923,AP015
FL03924,AP014
FL03925,AP004
FL03926,AP006
FL03927,AP007
FL03928,AP021
FL03929,AP016
FL03930,AP005
FL03931,AP001
FL03932,AP006
FL03933,AP004
FL03934,AP003
FL03935,AP005
FL03936,AP002
FL03937,AP036
FL03938,AP032
FL03939,AP014
FL03940,AP005
FL03941,AP006
FL03942,AP032
FL03943,AP015
FL03944,AP024
FL03945,AP002
FL03946,AP009
FL03947,AP006
FL03948,AP001
FL03949,AP010
FL03950,AP040
FL03951,AP008
FL03952,AP007
FL03953,AP035
FL03954,AP019
FL03955,AP002
FL03956,AP022
FL03957,AP004
FL03958,AP010
FL03959,AP017
FL03960,AP001
FL03961,AP014
FL03962,AP003
FL03963,AP006
FL03964,AP030
FL03965,AP019
FL03966,AP005
FL03967,AP004
FL03968,AP010
FL03969,AP018
FL03970,AP001
FL03971,AP006
FL03972,AP001
FL03973,AP032
FL03974,AP013
FL03975,AP008
FL03976,AP006
FL03977,AP008
FL03978,AP001
FL03979,AP015
FL03980,AP003
FL03981,AP025
FL03982,AP035
FL03983,AP009
FL03984,AP003
FL03985,AP008
FL03986,AP018
FL03987,AP023
FL03988,AP014
FL03989,AP013
FL03990,AP008
FL03991,AP012
FL03992,AP004
FL03993,AP032
FL03994,AP006
FL03995,AP003
FL03996,AP010
FL03997,AP007
FL03998,AP001
FL03999,AP040
FL04000,AP004
FL04001,AP008
FL04002,AP009
FL04003,AP034
FL04004,AP021
FL04005,AP026
FL04006,AP007
FL04007,AP015
FL04008,AP002
FL04009,AP007
FL04010,AP020
FL04011,AP006
FL04012,AP001
FL04013,AP009
FL04014,AP024
FL04015,AP003
FL04016,AP008
FL04017,AP003
FL04018,AP035
FL04019,AP013
FL04020,AP005
FL04021,AP007
FL04022,AP013
FL04023,AP029
FL04024,AP005
FL04025,AP001
FL04026,AP008
FL04027,AP013
FL04028,AP003
FL04029,AP024
FL04030,AP037
FL04031,AP026
FL04032,AP009
FL04033,AP005
FL04034,AP024
FL04035,AP007
FL04036,AP017
FL04037,AP031
FL04038,AP034
FL04039,AP001
FL04040,AP003
FL04041,AP008
FL04042,AP012
FL04043,AP010
FL04044,AP031
FL04045,AP039
FL04046,AP009
FL04047,AP003
FL04048,AP011
FL04049,AP010
FL04050,AP016
FL04051,AP014
FL04052,AP004
FL04053,AP006
FL04054,AP025
FL04055,AP010
FL04056,AP004
FL04057,AP005
FL04058,AP017
FL04059,AP022
FL04060,AP001
FL04061,AP024
FL04062,AP019
FL04063,AP023
FL04064,AP010
FL04065,AP020
FL04066,AP006
FL04067,AP002
FL04068,AP021
FL04069,AP009
FL04070,AP007
FL04071,AP009
FL04072,AP010
FL04073,AP003
FL04074,AP029
FL04075,AP004
FL04076,AP029
FL04077,AP001
FL04078,AP027
FL04079,AP003
FL04080,AP007
FL04081,AP034
FL04082,AP005
FL04083,AP031
FL04084,AP019
FL04085,AP010
FL04086,AP006
FL04087,AP019
FL04088,AP008
FL04089,AP022
FL04090,AP001
FL04091,AP031
FL04092,AP004
FL04093,AP038
FL04094,AP024
FL04095,AP025
FL04096,AP040
FL04097,AP033
FL04098,AP036
FL04099,AP008
FL04100,AP003
FL04101,AP040
FL04102,AP015
FL04103,AP027
FL04104,AP006
FL04105,AP022
FL04106,AP016
FL04107,AP024
FL04108,AP002
FL04109,AP038
FL04110,AP003
FL04111,AP020
FL04112,AP006
FL04113,AP001
FL04114,AP005
FL04115,AP004
FL04116,AP005
FL04117,AP002
FL04118,AP005
FL04119,AP027
FL04120,AP001
FL04121,AP004
FL04122,AP023
FL04123,AP005
FL04124,AP008
FL04125,AP030
FL04126,AP033
FL04127,AP027
FL04128,AP016
FL04129,AP005
FL04130,AP016
FL04131,AP007
FL04132,AP036
FL04133,AP001
FL04134,AP010
FL04135,AP011
FL04136,AP038
FL04137,AP001
FL04138,AP019
FL04139,AP015
FL04140,AP007
FL04141,AP030
FL04142,AP008
FL04143,AP039
FL04144,AP010
FL04145,AP038
FL04146,AP023
FL04147,AP008
FL04148,AP017
FL04149,AP001
FL04150,AP040
FL04151,AP023
FL04152,AP005
FL04153,AP006
FL04154,AP007
FL04155,AP003
FL04156,AP040
FL04157,AP002
FL04158,AP009
FL04159,AP037
FL04160,AP018
FL04161,AP023
FL04162,AP040
FL04163,AP004
FL04164,AP024
FL04165,AP004
FL04166,AP006
FL04167,AP003
FL04168,AP001
FL04169,AP005
FL04170,AP006
FL04171,AP002
FL04172,AP018
FL04173,AP002
FL04174,AP007
FL04175,AP019
FL04176,AP010
FL04177,AP036
FL04178,AP029
FL04179,AP009
FL04180,AP006
FL04181,AP010
FL04182,AP019
FL04183,AP008
FL04184,AP005
FL04185,AP007
FL04186,AP006
FL04187,AP007
FL04188,AP024
FL04189,AP008
FL04190,AP029
FL04191,AP034
FL04192,AP009
FL04193,AP030
FL04194,AP032
FL04195,AP022
FL04196,AP015
FL04197,AP009
FL04198,AP040
FL04199,AP005
FL04200,AP025
FL04201,AP005
FL04202,AP020
FL04203,AP001
FL04204,AP018
FL04205,AP007
FL04206,AP001
FL04207,AP002
FL04208,AP040
FL04209,AP004
FL04210,AP008
FL04211,AP027
FL04212,AP006
FL04213,AP017
FL04214,AP005
FL04215,AP001
FL04216,AP006
FL04217,AP001
FL04218,AP010
FL04219,AP011
FL04220,AP002
FL04221,AP009
FL04222,AP001
FL04223,AP033
FL04224,AP009
FL04225,AP037
FL04226,AP023
FL04227,AP003
FL04228,AP010
FL04229,AP019
FL04230,AP003
FL04231,AP020
FL04232,AP016
FL04233,AP003
FL04234,AP033
FL04235,AP004
FL04236,AP021
FL04237,AP039
FL04238,AP031
FL04239,AP009
FL04240,AP023
FL04241,AP011
FL04242,AP010
FL04243,AP039
FL04244,AP035
FL04245,AP006
FL04246,AP002
FL04247,AP028
FL04248,AP008
FL04249,AP034
FL04250,AP017
FL04251,AP006
FL04252,AP025
FL04253,AP008
FL04254,AP037
FL04255,AP010
FL04256,AP009
FL04257,AP007
FL04258,AP013
FL04259,AP010
FL04260,AP027
FL04261,AP007
FL04262,AP024
FL04263,AP005
FL04264,AP003
FL04265,AP009
FL04266,AP003
FL04267,AP004
FL04268,AP012
FL04269,AP016
FL04270,AP040
FL04271,AP028
FL04272,AP034
FL04273,AP015
FL04274,AP008
FL04275,AP025
FL04276,AP001
FL04277,AP002
FL04278,AP004
FL04279,AP033
FL04280,AP002
FL04281,AP008
FL04282,AP022
FL04283,AP009
FL04284,AP023
FL04285,AP010
FL04286,AP033
FL04287,AP003
FL04288,AP034
FL04289,AP016
FL04290,AP003
FL04291,AP009
FL04292,AP003
FL04293,AP005
FL04294,AP009
FL04295,AP004
FL04296,AP005
FL04297,AP031
FL04298,AP007
FL04299,AP002
FL04300,AP004
FL04301,AP010
FL04302,AP013
FL04303,AP017
FL04304,AP003
FL04305,AP007
FL04306,AP020
FL04307,AP032
FL04308,AP026
FL04309,AP001
FL04310,AP003
FL04311,AP002
FL04312,AP025
FL04313,AP034
FL04314,AP002
FL04315,AP022
FL04316,AP024
FL04317,AP021
FL04318,AP009
FL04319,AP006
FL04320,AP007
FL04321,AP030
FL04322,AP018
FL04323,AP004
FL04324,AP009
FL04325,AP021
FL04326,AP034
FL04327,AP024
FL04328,AP003
FL04329,AP013
FL04330,AP007
FL04331,AP008
FL04332,AP010
FL04333,AP001
FL04334,AP012
FL04335,AP005
FL04336,AP004
FL04337,AP040
FL04338,AP004
FL04339,AP008
FL04340,AP006
FL04341,AP007
FL04342,AP004
FL04343,AP007
FL04344,AP008
FL04345,AP037
FL04346,AP026
FL04347,AP010
FL04348,AP038
FL04349,AP025
FL04350,AP009
FL04351,AP005
FL04352,AP006
FL04353,AP033
FL04354,AP037
FL04355,AP028
FL04356,AP001
FL04357,AP009
FL04358,AP032
FL04359,AP003
FL04360,AP009
FL04361,AP036
FL04362,AP003
FL04363,AP009
FL04364,AP008
FL04365,AP002
FL04366,AP008
FL04367,AP025
FL04368,AP004
FL04369,AP006
FL04370,AP010
FL04371,AP033
FL04372,AP011
FL04373,AP006
FL04374,AP005
FL04375,AP018
FL04376,AP004
FL04377,AP007
FL04378,AP003
FL04379,AP024
FL04380,AP009
FL04381,AP010
FL04382,AP005
FL04383,AP009
FL04384,AP003
FL04385,AP006
FL04386,AP001
FL04387,AP006
FL04388,AP016
FL04389,AP005
FL04390,AP006
FL04391,AP005
FL04392,AP008
FL04393,AP004
FL04394,AP018
FL04395,AP037
FL04396,AP009
FL04397,AP007
FL04398,AP006
FL04399,AP009
FL04400,AP004
FL04401,AP040
FL04402,AP038
FL04403,AP009
FL04404,AP025
FL04405,AP026
FL04406,AP007
FL04407,AP010
FL04408,AP018
FL04409,AP005
FL04410,AP004
FL04411,AP019
FL04412,AP031
FL04413,AP005
FL04414,AP030
FL04415,AP035
FL04416,AP007
FL04417,AP030
FL04418,AP002
FL04419,AP032
FL04420,AP014
FL04421,AP012
FL04422,AP009
FL04423,AP002
FL04424,AP015
FL04425,AP003
FL04426,AP005
FL04427,AP028
FL04428,AP009
FL04429,AP010
FL04430,AP022
FL04431,AP008
FL04432,AP020
FL04433,AP032
FL04434,AP024
FL04435,AP007
FL04436,AP010
FL04437,AP017
FL04438,AP006
FL04439,AP009
FL04440,AP037
FL04441,AP035
FL04442,AP022
FL04443,AP001
FL04444,AP028
FL04445,AP026
FL04446,AP006
FL04447,AP005
FL04448,AP039
FL04449,AP003
FL04450,AP004
FL04451,AP010
FL04452,AP005
FL04453,AP032
FL04454,AP009
FL04455,AP002
FL04456,AP008
FL04457,AP010
FL04458,AP019
FL04459,AP013
FL04460,AP010
FL04461,AP008
FL04462,AP007
FL04463,AP002
FL04464,AP007
FL04465,AP003
FL04466,AP007
FL04467,AP006
FL04468,AP008
FL04469,AP004
FL04470,AP007
FL04471,AP008
FL04472,AP019
FL04473,AP003
FL04474,AP010
FL04475,AP026
FL04476,AP011
FL04477,AP030
FL04478,AP026
FL04479,AP018
FL04480,AP020
FL04481,AP008
FL04482,AP007
FL04483,AP006
FL04484,AP009
FL04485,AP003
FL04486,AP033
FL04487,AP001
FL04488,AP025
FL04489,AP013
FL04490,AP008
FL04491,AP014
FL04492,AP002
FL04493,AP029
FL04494,AP004
FL04495,AP038
FL04496,AP001
FL04497,AP010
FL04498,AP003
FL04499,AP009
FL04500,AP026
FL04501,AP006
FL04502,AP009
FL04503,AP001
FL04504,AP010
FL04505,AP004
FL04506,AP016
FL04507,AP026
FL04508,AP001
FL04509,AP003
FL04510,AP006
FL04511,AP011
FL04512,AP003
FL04513,AP016
FL04514,AP005
FL04515,AP004
FL04516,AP006
FL04517,AP009
FL04518,AP017
FL04519,AP008
FL04520,AP023
FL04521,AP010
FL04522,AP003
FL04523,AP001
FL04524,AP010
FL04525,AP035
FL04526,AP012
FL04527,AP006
FL04528,AP003
FL04529,AP009
FL04530,AP036
FL04531,AP009
FL04532,AP026
FL04533,AP023
FL04534,AP036
FL04535,AP008
FL04536,AP004
FL04537,AP023
FL04538,AP002
FL04539,AP028
FL04540,AP029
FL04541,AP005
FL04542,AP034
FL04543,AP005
FL04544,AP007
FL04545,AP003
FL04546,AP007
FL04547,AP005
FL04548,AP001
FL04549,AP010
FL04550,AP004
FL04551,AP015
FL04552,AP003
FL04553,AP009
FL04554,AP030
FL04555,AP019
FL04556,AP005
FL04557,AP017
FL04558,AP008
FL04559,AP035
FL04560,AP015
FL04561,AP021
FL04562,AP006
FL04563,AP018
FL04564,AP009
FL04565,AP007
FL04566,AP030
FL04567,AP007
FL04568,AP009
FL04569,AP013
FL04570,AP030
FL04571,AP016
FL04572,AP010
FL04573,AP002
FL04574,AP003
FL04575,AP001
FL04576,AP010
FL04577,AP015
FL04578,AP010
FL04579,AP002
FL04580,AP009
FL04581,AP035
FL04582,AP034
FL04583,AP001
FL04584,AP010
FL04585,AP016
FL04586,AP002
FL04587,AP026
FL04588,AP017
FL04589,AP030
FL04590,AP009
FL04591,AP005
FL04592,AP023
FL04593,AP005
FL04594,AP008
FL04595,AP005
FL04596,AP002
FL04597,AP027
FL04598,AP005
FL04599,AP006
FL04600,AP004
FL04601,AP040
FL04602,AP022
FL04603,AP007
FL04604,AP002
FL04605,AP035
FL04606,AP016
FL04607,AP033
FL04608,AP008
FL04609,AP040
FL04610,AP005
FL04611,AP026
FL04612,AP001
FL04613,AP033
FL04614,AP006
FL04615,AP027
FL04616,AP037
FL04617,AP012
FL04618,AP031
FL04619,AP005
FL04620,AP038
FL04621,AP008
FL04622,AP005
FL04623,AP014
FL04624,AP007
FL04625,AP008
FL04626,AP002
FL04627,AP018
FL04628,AP005
FL04629,AP001
FL04630,AP036
FL04631,AP020
FL04632,AP032
FL04633,AP038
FL04634,AP031
FL04635,AP029
FL04636,AP035
FL04637,AP002
FL04638,AP007
FL04639,AP009
FL04640,AP008
FL04641,AP002
FL04642,AP003
FL04643,AP001
FL04644,AP017
FL04645,AP008
FL04646,AP005
FL04647,AP017
FL04648,AP040
FL04649,AP008
FL04650,AP006
FL04651,AP009
FL04652,AP008
FL04653,AP012
FL04654,AP026
FL04655,AP035
FL04656,AP021
FL04657,AP008
FL04658,AP001
FL04659,AP029
FL04660,AP015
FL04661,AP027
FL04662,AP036
FL04663,AP024
FL04664,AP006
FL04665,AP031
FL04666,AP003
FL04667,AP021
FL04668,AP031
FL04669,AP001
FL04670,AP010
FL04671,AP006
FL04672,AP037
FL04673,AP029
FL04674,AP004
FL04675,AP009
FL04676,AP038
FL04677,AP002
FL04678,AP005
FL04679,AP006
FL04680,AP023
FL04681,AP010
FL04682,AP031
FL04683,AP006
FL04684,AP012
FL04685,AP037
FL04686,AP040
FL04687,AP034
FL04688,AP015
FL04689,AP010
FL04690,AP005
FL04691,AP035
FL04692,AP009
FL04693,AP019
FL04694,AP006
FL04695,AP005
FL04696,AP010
FL04697,AP002
FL04698,AP001
FL04699,AP017
FL04700,AP010
FL04701,AP004
FL04702,AP020
FL04703,AP001
FL04704,AP005
FL04705,AP033
FL04706,AP003
FL04707,AP039
FL04708,AP003
FL04709,AP012
FL04710,AP036
FL04711,AP013
FL04712,AP001
FL04713,AP002
FL04714,AP010
FL04715,AP008
FL04716,AP040
FL04717,AP033
FL04718,AP006
FL04719,AP023
FL04720,AP035
FL04721,AP002
FL04722,AP009
FL04723,AP006
FL04724,AP005
FL04725,AP038
FL04726,AP011
FL04727,AP002
FL04728,AP003
FL04729,AP019
FL04730,AP010
FL04731,AP032
FL04732,AP002
FL04733,AP008
FL04734,AP016
FL04735,AP008
FL04736,AP010
FL04737,AP009
FL04738,AP004
FL04739,AP024
FL04740,AP008
FL04741,AP035
FL04742,AP006
FL04743,AP005
FL04744,AP001
FL04745,AP028
FL04746,AP035
FL04747,AP029
FL04748,AP008
FL04749,AP020
FL04750,AP005
FL04751,AP002
FL04752,AP027
FL04753,AP007
FL04754,AP018
FL04755,AP001
FL04756,AP004
FL04757,AP006
FL04758,AP020
FL04759,AP040
FL04760,AP021
FL04761,AP008
FL04762,AP001
FL04763,AP026
FL04764,AP014
FL04765,AP021
FL04766,AP022
FL04767,AP005
FL04768,AP027
FL04769,AP003
FL04770,AP005
FL04771,AP009
FL04772,AP019
FL04773,AP040
FL04774,AP001
FL04775,AP015
FL04776,AP009
FL04777,AP001
FL04778,AP002
FL04779,AP031
FL04780,AP017
FL04781,AP015
FL04782,AP002
FL04783,AP035
FL04784,AP003
FL04785,AP040
FL04786,AP005
FL04787,AP019
FL04788,AP023
FL04789,AP007
FL04790,AP023
FL04791,AP018
FL04792,AP001
FL04793,AP004
FL04794,AP026
FL04795,AP008
FL04796,AP033
FL04797,AP038
FL04798,AP001
FL04799,AP014
FL04800,AP023
FL04801,AP001
FL04802,AP014
FL04803,AP008
FL04804,AP015
FL04805,AP017
FL04806,AP006
FL04807,AP001
FL04808,AP020
FL04809,AP040
FL04810,AP039
FL04811,AP026
FL04812,AP037
FL04813,AP029
FL04814,AP033
FL04815,AP001
FL04816,AP006
FL04817,AP002
FL04818,AP038
FL04819,AP034
FL04820,AP038
FL04821,AP012
FL04822,AP040
FL04823,AP007
FL04824,AP008
FL04825,AP026
FL04826,AP021
FL04827,AP006
FL04828,AP037
FL04829,AP007
FL04830,AP031
FL04831,AP014
FL04832,AP001
FL04833,AP005
FL04834,AP008
FL04835,AP001
FL04836,AP032
FL04837,AP010
FL04838,AP008
FL04839,AP023
FL04840,AP006
FL04841,AP020
FL04842,AP021
FL04843,AP005
FL04844,AP009
FL04845,AP003
FL04846,AP013
FL04847,AP007
FL04848,AP004
FL04849,AP026
FL04850,AP003
FL04851,AP028
FL04852,AP011
FL04853,AP004
FL04854,AP008
FL04855,AP003
FL04856,AP004
FL04857,AP015
FL04858,AP023
FL04859,AP031
FL04860,AP024
FL04861,AP013
FL04862,AP001
FL04863,AP029
FL04864,AP027
FL04865,AP033
FL04866,AP007
FL04867,AP024
FL04868,AP004
FL04869,AP001
