:ID(Flight),flight_number,aircraft_id,operator,origin,destination,scheduled_departure,scheduled_arrival
FL06607,SK497,AC1017,SkyWays,PHX,BOS,2024-07-14T12:37:51,2024-07-14T17:47:51
FL06608,SK331,AC1017,SkyWays,BOS,PDX,2024-07-14T18:55:51,2024-07-14T23:06:03
FL06609,SK408,AC1017,SkyWays,PDX,JFK,2024-07-15T08:36:05,2024-07-15T12:51:32
FL06610,SK931,AC1017,SkyWays,JFK,STL,2024-07-15T13:44:32,2024-07-15T18:44:11
FL06611,SK926,AC1017,SkyWays,STL,SFO,2024-07-15T19:29:11,2024-07-15T23:09:13
FL06612,SK357,AC1017,SkyWays,SFO,DCA,2024-07-16T00:25:13,2024-07-16T05:35:18
FL06613,SK733,AC1017,SkyWays,DCA,ORD,2024-07-16T06:41:18,2024-07-16T09:01:24
FL06614,SK130,AC1017,SkyWays,ORD,ATL,2024-07-16T07:11:49,2024-07-16T08:44:27
FL06615,SK671,AC1017,SkyWays,ATL,IAH,2024-07-16T09:34:27,2024-07-16T12:02:26
FL06616,SK456,AC1017,SkyWays,IAH,SFO,2024-07-16T12:51:26,2024-07-16T18:01:28
FL06617,SK945,AC1017,SkyWays,SFO,ATL,2024-07-16T19:07:28,2024-07-16T22:58:51
FL06618,SK440,AC1017,SkyWays,ATL,MIA,2024-07-17T00:10:51,2024-07-17T05:36:58
FL06619,SK453,AC1017,SkyWays,MIA,SEA,2024-07-17T06:45:58,2024-07-17T11:44:23
FL06620,SK961,AC1017,SkyWays,SEA,PHL,2024-07-17T07:39:52,2024-07-17T10:28:52
FL06621,SK649,AC1017,SkyWays,PHL,MKE,2024-07-17T11:26:52,2024-07-17T13:52:54
FL06622,SK575,AC1017,SkyWays,MKE,LAX,2024-07-17T14:59:54,2024-07-17T16:30:59
FL06623,SK642,AC1017,SkyWays,LAX,SEA,2024-07-18T07:09:01,2024-07-18T11:40:11
FL06624,SK107,AC1017,SkyWays,SEA,DEN,2024-07-18T12:26:11,2024-07-18T16:25:58
FL06625,SK298,AC1017,SkyWays,DEN,MSP,2024-07-18T17:46:58,2024-07-18T22:04:33
FL06626,SK311,AC1017,SkyWays,MSP,SFO,2024-07-19T08:18:10,2024-07-19T13:41:58
FL06627,SK147,AC1017,SkyWays,SFO,ORD,2024-07-19T14:59:58,2024-07-19T17:50:22
FL06628,SK549,AC1017,SkyWays,ORD,LAX,2024-07-19T19:00:22,2024-07-19T23:09:05
FL06629,SK618,AC1017,SkyWays,LAX,RDU,2024-07-20T00:20:05,2024-07-20T01:45:22
FL06630,SK657,AC1017,SkyWays,RDU,JFK,2024-07-20T02:37:22,2024-07-20T06:32:04
FL06631,SK703,AC1017,SkyWays,JFK,LAX,2024-07-20T07:36:04,2024-07-20T12:52:59
FL06632,SK355,AC1017,SkyWays,LAX,JFK,2024-07-20T07:56:01,2024-07-20T12:14:52
FL06633,SK262,AC1017,SkyWays,JFK,PHX,2024-07-20T13:28:52,2024-07-20T18:20:28
FL06634,SK624,AC1017,SkyWays,PHX,IND,2024-07-20T19:22:28,2024-07-20T21:12:13
FL06635,SK564,AC1017,SkyWays,IND,SFO,2024-07-20T22:21:13,2024-07-21T02:58:45
FL06636,SK462,AC1017,SkyWays,SFO,MKE,2024-07-21T04:16:45,2024-07-21T05:29:48
FL06637,SK807,AC1017,SkyWays,MKE,HNL,2024-07-21T08:29:15,2024-07-21T09:53:30
FL06638,SK722,AC1017,SkyWays,HNL,ABQ,2024-07-21T11:02:30,2024-07-21T12:16:50
FL06639,SK479,AC1017,SkyWays,ABQ,ATL,2024-07-21T13:29:50,2024-07-21T17:26:59
FL06640,SK587,AC1017,SkyWays,ATL,BWI,2024-07-21T18:42:59,2024-07-21T22:22:10
FL06641,SK469,AC1017,SkyWays,BWI,DCA,2024-07-21T23:23:10,2024-07-22T00:23:22
FL06642,SK228,AC1017,SkyWays,DCA,LAX,2024-07-22T01:34:22,2024-07-22T05:16:47
FL06643,SK886,AC1017,SkyWays,LAX,MIA,2024-07-22T07:07:56,2024-07-22T10:25:25
FL06644,SK635,AC1017,SkyWays,MIA,AUS,2024-07-22T11:48:25,2024-07-22T14:55:29
FL06645,SK613,AC1017,SkyWays,AUS,SMF,2024-07-22T16:24:29,2024-07-22T20:13:01
FL06646,SK798,AC1017,SkyWays,SMF,BOS,2024-07-23T06:47:22,2024-07-23T09:59:39
FL06647,SK550,AC1017,SkyWays,BOS,MCI,2024-07-23T11:04:39,2024-07-23T14:26:23
FL06648,SK466,AC1017,SkyWays,MCI,DEN,2024-07-23T15:55:23,2024-07-23T20:58:50
FL06649,SK683,AC1017,SkyWays,DEN,MIA,2024-07-24T07:25:05,2024-07-24T09:11:04
FL06650,SK240,AC1017,SkyWays,MIA,MCI,2024-07-24T10:07:04,2024-07-24T15:35:08
FL06651,SK975,AC1017,SkyWays,MCI,AUS,2024-07-24T16:47:08,2024-07-24T19:21:06
FL06652,SK721,AC1017,SkyWays,AUS,ATL,2024-07-24T20:10:06,2024-07-25T01:16:23
FL06653,SK158,AC1017,SkyWays,ATL,LAX,2024-07-25T02:15:23,2024-07-25T04:09:23
FL06654,SK961,AC1017,SkyWays,LAX,ORD,2024-07-25T06:41:11,2024-07-25T10:16:50
FL06655,SK623,AC1017,SkyWays,ORD,DEN,2024-07-25T11:44:50,2024-07-25T14:13:08
FL06656,SK656,AC1017,SkyWays,DEN,AUS,2024-07-25T15:22:08,2024-07-25T18:01:39
FL06657,SK718,AC1017,SkyWays,AUS,JFK,2024-07-25T19:21:39,2024-07-25T22:36:30
FL06658,SK738,AC1017,SkyWays,JFK,BOS,2024-07-25T23:26:30,2024-07-26T03:24:28
FL06659,SK952,AC1017,SkyWays,BOS,SMF,2024-07-26T07:08:03,2024-07-26T10:16:06
FL06660,SK228,AC1017,SkyWays,SMF,PHL,2024-07-26T11:29:06,2024-07-26T16:23:04
FL06661,SK459,AC1017,SkyWays,PHL,JFK,2024-07-26T17:51:04,2024-07-26T20:54:25
FL06662,SK899,AC1017,SkyWays,JFK,JAX,2024-07-26T21:45:25,2024-07-26T23:51:59
FL06663,SK366,AC1017,SkyWays,JAX,DFW,2024-07-27T01:12:59,2024-07-27T06:23:10
FL06664,SK149,AC1017,SkyWays,DFW,SEA,2024-07-27T07:45:10,2024-07-27T12:45:29
FL06665,SK137,AC1017,SkyWays,SEA,JFK,2024-07-27T07:53:48,2024-07-27T12:18:03
FL06666,SK344,AC1017,SkyWays,JFK,IAD,2024-07-27T13:44:03,2024-07-27T17:04:16
FL06667,SK184,AC1017,SkyWays,IAD,MSY,2024-07-27T18:03:16,2024-07-27T21:25:21
FL06668,SK584,AC1017,SkyWays,MSY,DEN,2024-07-27T22:37:21,2024-07-28T01:55:15
FL06669,SK743,AC1017,SkyWays,DEN,ATL,2024-07-28T02:52:15,2024-07-28T04:00:37
FL06670,SK586,AC1017,SkyWays,ATL,DEN,2024-07-28T07:37:41,2024-07-28T09:31:38
FL06671,SK152,AC1017,SkyWays,DEN,PIT,2024-07-28T10:30:38,2024-07-28T12:21:57
FL06672,SK253,AC1017,SkyWays,PIT,ATL,2024-07-28T13:11:57,2024-07-28T14:42:14
FL06673,SK896,AC1017,SkyWays,ATL,JFK,2024-07-28T16:07:14,2024-07-28T20:14:24
FL06674,SK953,AC1017,SkyWays,JFK,MIA,2024-07-29T07:25:17,2024-07-29T10:18:34
FL06675,SK451,AC1017,SkyWays,MIA,BOS,2024-07-29T11:28:34,2024-07-29T15:57:30
FL06676,SK133,AC1017,SkyWays,BOS,SJC,2024-07-29T17:01:30,2024-07-29T18:01:33
FL06677,SK769,AC1017,SkyWays,SJC,JAX,2024-07-30T08:38:44,2024-07-30T09:55:39
FL06678,SK224,AC1017,SkyWays,JAX,DFW,2024-07-30T11:05:39,2024-07-30T16:23:08
FL06679,SK671,AC1017,SkyWays,DFW,RDU,2024-07-30T17:08:08,2024-07-30T21:52:59
FL06680,SK253,AC1017,SkyWays,RDU,AUS,2024-07-31T07:44:50,2024-07-31T09:28:54
FL06681,SK387,AC1017,SkyWays,AUS,CLE,2024-07-31T10:53:54,2024-07-31T12:54:13
FL06682,SK371,AC1017,SkyWays,CLE,DEN,2024-07-31T13:58:13,2024-07-31T17:49:36
FL06683,SK459,AC1017,SkyWays,DEN,ATL,2024-08-01T07:46:31,2024-08-01T09:26:18
FL06684,SK333,AC1017,SkyWays,ATL,ORD,2024-08-01T10:20:18,2024-08-01T12:05:16
FL06685,SK940,AC1017,SkyWays,ORD,BNA,2024-08-01T13:10:16,2024-08-01T14:17:16
FL06686,SK451,AC1017,SkyWays,BNA,MEM,2024-08-01T15:18:16,2024-08-01T20:13:46
FL06687,SK759,AC1017,SkyWays,MEM,SFO,2024-08-01T21:07:46,2024-08-02T02:18:30
FL06688,SK227,AC1017,SkyWays,SFO,IAH,2024-08-02T03:15:30,2024-08-02T06:22:20
FL06689,SK533,AC1017,SkyWays,IAH,LAX,2024-08-02T06:55:05,2024-08-02T09:48:59
FL06690,SK629,AC1017,SkyWays,LAX,BOS,2024-08-02T11:09:59,2024-08-02T15:13:23
FL06691,SK761,AC1017,SkyWays,BOS,MKE,2024-08-02T16:38:23,2024-08-02T18:51:04
FL06692,SK200,AC1017,SkyWays,MKE,DFW,2024-08-02T20:20:04,2024-08-03T01:40:14
FL06693,SK788,AC1017,SkyWays,DFW,SEA,2024-08-03T02:45:14,2024-08-03T08:11:34
FL06694,SK999,AC1017,SkyWays,SEA,BOS,2024-08-03T09:21:34,2024-08-03T13:48:32
FL06695,SK188,AC1017,SkyWays,BOS,DEN,2024-08-03T08:49:24,2024-08-03T09:57:22
FL06696,SK388,AC1017,SkyWays,DEN,PIT,2024-08-03T11:03:22,2024-08-03T12:07:07
FL06697,SK332,AC1017,SkyWays,PIT,MIA,2024-08-03T12:58:07,2024-08-03T14:49:19
FL06698,SK816,AC1017,SkyWays,MIA,ORD,2024-08-04T06:18:34,2024-08-04T10:07:31
FL06699,SK558,AC1017,SkyWays,ORD,ATL,2024-08-04T11:25:31,2024-08-04T13:57:05
FL06700,SK862,AC1017,SkyWays,ATL,LAX,2024-08-04T15:09:05,2024-08-04T18:53:42
FL06701,SK869,AC1017,SkyWays,LAX,SFO,2024-08-05T08:50:15,2024-08-05T10:57:39
FL06702,SK952,AC1017,SkyWays,SFO,SLC,2024-08-05T11:42:39,2024-08-05T13:24:36
FL06703,SK431,AC1017,SkyWays,SLC,PDX,2024-08-05T14:31:36,2024-08-05T18:09:40
FL06704,SK112,AC1017,SkyWays,PDX,JAX,2024-08-05T19:11:40,2024-08-05T20:12:39
FL06705,SK770,AC1017,SkyWays,JAX,DEN,2024-08-05T21:34:39,2024-08-06T01:18:22
FL06706,SK693,AC1017,SkyWays,DEN,RDU,2024-08-06T07:56:03,2024-08-06T12:47:33
FL06707,SK111,AC1017,SkyWays,RDU,CLT,2024-08-06T14:13:33,2024-08-06T17:08:35
FL06708,SK589,AC1017,SkyWays,CLT,IAH,2024-08-06T18:31:35,2024-08-06T21:40:50
FL06709,SK349,AC1017,SkyWays,IAH,MEM,2024-08-07T06:34:48,2024-08-07T10:14:06
FL06710,SK282,AC1017,SkyWays,MEM,MKE,2024-08-07T11:36:06,2024-08-07T17:03:20
FL06711,SK394,AC1017,SkyWays,MKE,MSP,2024-08-07T18:02:20,2024-08-07T22:21:30
FL06712,SK762,AC1017,SkyWays,MSP,DEN,2024-08-07T23:29:30,2024-08-08T03:09:41
FL06713,SK659,AC1017,SkyWays,DEN,ATL,2024-08-08T08:35:24,2024-08-08T10:26:51
FL06714,SK130,AC1017,SkyWays,ATL,DFW,2024-08-08T11:20:51,2024-08-08T15:37:18
FL06715,SK810,AC1017,SkyWays,DFW,JFK,2024-08-08T16:50:18,2024-08-08T20:05:56
FL06716,SK317,AC1017,SkyWays,JFK,ABQ,2024-08-08T21:21:56,2024-08-08T23:44:22
FL06717,SK672,AC1017,SkyWays,ABQ,SEA,2024-08-09T00:38:22,2024-08-09T04:01:09
FL06718,SK880,AC1017,SkyWays,SEA,JFK,2024-08-09T07:34:23,2024-08-09T11:09:41
FL06719,SK696,AC1017,SkyWays,JFK,ATL,2024-08-09T12:38:41,2024-08-09T15:01:31
FL06720,SK742,AC1017,SkyWays,ATL,MSY,2024-08-09T16:23:31,2024-08-09T18:22:39
FL06721,SK597,AC1017,SkyWays,MSY,DFW,2024-08-09T19:50:39,2024-08-09T22:27:20
FL06722,SK867,AC1017,SkyWays,DFW,SEA,2024-08-09T23:53:20,2024-08-10T03:15:07
FL06723,SK657,AC1017,SkyWays,SEA,SJC,2024-08-10T04:18:07,2024-08-10T08:53:08
FL06724,SK644,AC1017,SkyWays,SJC,IAH,2024-08-10T07:04:59,2024-08-10T09:05:18
FL06725,SK809,AC1017,SkyWays,IAH,BOS,2024-08-10T10:24:18,2024-08-10T13:03:24
FL06726,SK400,AC1017,SkyWays,BOS,LAX,2024-08-10T14:08:24,2024-08-10T16:38:24
FL06727,SK865,AC1017,SkyWays,LAX,MKE,2024-08-10T17:27:24,2024-08-10T21:47:23
FL06728,SK153,AC1017,SkyWays,MKE,JFK,2024-08-10T22:34:23,2024-08-11T00:27:57
FL06729,SK276,AC1017,SkyWays,JFK,MKE,2024-08-11T01:32:57,2024-08-11T04:38:11
FL06730,SK604,AC1017,SkyWays,MKE,DEN,2024-08-11T06:50:16,2024-08-11T11:37:13
FL06731,SK345,AC1017,SkyWays,DEN,BOS,2024-08-11T13:06:13,2024-08-11T18:30:16
FL06732,SK251,AC1017,SkyWays,BOS,DCA,2024-08-11T19:17:16,2024-08-11T20:28:33
FL06733,SK760,AC1017,SkyWays,DCA,IAH,2024-08-11T21:32:33,2024-08-12T01:41:24
FL06734,SK744,AC1017,SkyWays,IAH,LAX,2024-08-12T08:25:06,2024-08-12T12:48:12
FL06735,SK185,AC1017,SkyWays,LAX,CLE,2024-08-12T13:43:12,2024-08-12T16:50:00
FL06736,SK899,AC1017,SkyWays,CLE,DFW,2024-08-12T17:42:00,2024-08-12T21:12:33
FL06737,SK654,AC1017,SkyWays,DFW,MIA,2024-08-12T22:04:33,2024-08-12T23:39:57
FL06738,SK379,AC1017,SkyWays,MIA,ABQ,2024-08-13T08:32:46,2024-08-13T12:55:38
FL06739,SK348,AC1017,SkyWays,ABQ,MIA,2024-08-13T14:14:38,2024-08-13T16:32:20
FL06740,SK385,AC1017,SkyWays,MIA,JFK,2024-08-13T17:25:20,2024-08-13T22:14:58
FL06741,SK996,AC1017,SkyWays,JFK,LAX,2024-08-13T23:34:58,2024-08-14T04:58:58
FL06742,SK472,AC1017,SkyWays,LAX,SFO,2024-08-14T05:56:58,2024-08-14T09:14:39
FL06743,SK614,AC1017,SkyWays,SFO,IND,2024-08-14T10:12:39,2024-08-14T14:43:20
FL06744,SK153,AC1017,SkyWays,IND,SAN,2024-08-14T08:40:30,2024-08-14T10:17:27
FL06745,SK935,AC1017,SkyWays,SAN,JFK,2024-08-14T11:23:27,2024-08-14T13:40:43
FL06746,SK315,AC1017,SkyWays,JFK,SFO,2024-08-14T14:25:43,2024-08-14T17:56:43
FL06747,SK976,AC1017,SkyWays,SFO,ATL,2024-08-14T19:25:43,2024-08-14T20:41:04
FL06748,SK493,AC1017,SkyWays,ATL,ORD,2024-08-15T06:02:13,2024-08-15T10:59:52
FL06749,SK803,AC1017,SkyWays,ORD,DFW,2024-08-15T12:20:52,2024-08-15T16:29:10
FL06750,SK480,AC1017,SkyWays,DFW,ORD,2024-08-15T17:55:10,2024-08-15T19:13:31
FL06751,SK827,AC1017,SkyWays,ORD,HNL,2024-08-15T20:31:31,2024-08-16T00:27:15
FL06752,SK322,AC1017,SkyWays,HNL,JFK,2024-08-16T01:14:15,2024-08-16T02:32:33
FL06753,SK313,AC1017,SkyWays,JFK,DTW,2024-08-16T06:38:53,2024-08-16T11:10:38
FL06754,SK793,AC1017,SkyWays,DTW,SEA,2024-08-16T12:40:38,2024-08-16T16:53:58
FL06755,SK264,AC1017,SkyWays,SEA,LAX,2024-08-16T17:59:58,2024-08-16T22:51:56
FL06756,SK529,AC1017,SkyWays,LAX,CLE,2024-08-17T08:53:41,2024-08-17T13:33:09
FL06757,SK395,AC1017,SkyWays,CLE,HNL,2024-08-17T14:46:09,2024-08-17T17:35:03
FL06758,SK138,AC1017,SkyWays,HNL,SAN,2024-08-17T18:28:03,2024-08-17T23:34:34
FL06759,SK259,AC1017,SkyWays,SAN,SFO,2024-08-18T08:48:53,2024-08-18T12:23:30
FL06760,SK697,AC1017,SkyWays,SFO,LAX,2024-08-18T13:23:30,2024-08-18T16:51:15
FL06761,SK852,AC1017,SkyWays,LAX,ORD,2024-08-18T17:43:15,2024-08-18T22:02:57
FL06762,SK177,AC1017,SkyWays,ORD,SFO,2024-08-18T22:47:57,2024-08-19T00:22:21
FL06763,SK377,AC1017,SkyWays,SFO,ORD,2024-08-19T07:07:52,2024-08-19T11:37:57
FL06764,SK511,AC1017,SkyWays,ORD,STL,2024-08-19T13:00:57,2024-08-19T15:16:46
FL06765,SK124,AC1017,SkyWays,STL,SFO,2024-08-19T16:20:46,2024-08-19T18:48:38
FL06766,SK337,AC1017,SkyWays,SFO,CLT,2024-08-19T19:53:38,2024-08-19T23:27:12
FL06767,SK648,AC1017,SkyWays,CLT,PDX,2024-08-20T07:30:13,2024-08-20T11:29:54
FL06768,SK684,AC1017,SkyWays,PDX,LAX,2024-08-20T12:18:54,2024-08-20T14:41:37
FL06769,SK981,AC1017,SkyWays,LAX,IAH,2024-08-20T15:54:37,2024-08-20T20:40:24
FL06770,SK976,AC1017,SkyWays,IAH,CLT,2024-08-20T21:25:24,2024-08-21T00:19:38
FL06771,SK769,AC1017,SkyWays,CLT,CLE,2024-08-21T01:20:38,2024-08-21T03:52:41
FL06772,SK274,AC1017,SkyWays,CLE,LAS,2024-08-21T07:57:45,2024-08-21T10:51:30
FL06773,SK396,AC1017,SkyWays,LAS,SAN,2024-08-21T12:17:30,2024-08-21T16:38:59
FL06774,SK534,AC1017,SkyWays,SAN,MCI,2024-08-21T17:24:59,2024-08-21T20:28:07
FL06775,SK452,AC1017,SkyWays,MCI,DFW,2024-08-22T08:00:28,2024-08-22T09:56:23
FL06776,SK187,AC1017,SkyWays,DFW,MIA,2024-08-22T11:19:23,2024-08-22T16:12:47
FL06777,SK267,AC1017,SkyWays,MIA,MKE,2024-08-22T17:24:47,2024-08-22T22:52:34
FL06778,SK945,AC1017,SkyWays,MKE,SEA,2024-08-23T00:04:34,2024-08-23T05:30:30
FL06779,SK819,AC1017,SkyWays,SEA,DEN,2024-08-23T06:56:30,2024-08-23T09:34:58
FL06780,SK947,AC1017,SkyWays,DEN,PHX,2024-08-23T10:23:58,2024-08-23T15:12:55
FL06781,SK509,AC1017,SkyWays,PHX,ORD,2024-08-23T07:58:24,2024-08-23T10:10:07
FL06782,SK910,AC1017,SkyWays,ORD,PHL,2024-08-23T11:05:07,2024-08-23T14:35:23
FL06783,SK895,AC1017,SkyWays,PHL,CLT,2024-08-23T15:27:23,2024-08-23T16:54:52
FL06784,SK150,AC1017,SkyWays,CLT,SFO,2024-08-24T08:40:52,2024-08-24T11:39:11
FL06785,SK779,AC1017,SkyWays,SFO,MEM,2024-08-24T12:58:11,2024-08-24T15:08:22
FL06786,SK540,AC1017,SkyWays,MEM,MSY,2024-08-24T16:01:22,2024-08-24T20:09:20
FL06787,SK961,AC1017,SkyWays,MSY,SFO,2024-08-24T20:59:20,2024-08-25T02:08:28
FL06788,SK621,AC1017,SkyWays,SFO,RDU,2024-08-25T08:55:23,2024-08-25T10:02:30
FL06789,SK762,AC1017,SkyWays,RDU,DEN,2024-08-25T11:10:30,2024-08-25T15:20:09
FL06790,SK329,AC1017,SkyWays,DEN,IAH,2024-08-25T16:43:09,2024-08-25T21:40:11
FL06791,SK392,AC1017,SkyWays,IAH,ATL,2024-08-26T08:38:32,2024-08-26T10:06:38
FL06792,SK661,AC1017,SkyWays,ATL,DTW,2024-08-26T11:15:38,2024-08-26T14:03:10
FL06793,SK127,AC1017,SkyWays,DTW,MSY,2024-08-26T14:53:10,2024-08-26T18:39:12
FL06794,SK292,AC1017,SkyWays,MSY,DFW,2024-08-27T07:22:02,2024-08-27T08:24:12
FL06795,SK294,AC1017,SkyWays,DFW,HNL,2024-08-27T09:15:12,2024-08-27T14:12:09
FL06796,SK677,AC1017,SkyWays,HNL,IND,2024-08-27T15:25:09,2024-08-27T16:27:04
FL06797,SK780,AC1017,SkyWays,IND,DFW,2024-08-28T08:58:14,2024-08-28T13:07:52
FL06798,SK588,AC1017,SkyWays,DFW,BOS,2024-08-28T14:31:52,2024-08-28T19:29:47
FL06799,SK160,AC1017,SkyWays,BOS,SEA,2024-08-28T20:21:47,2024-08-29T01:45:40
FL06800,SK361,AC1017,SkyWays,SEA,DEN,2024-08-29T08:54:56,2024-08-29T11:27:20
FL06801,SK646,AC1017,SkyWays,DEN,SLC,2024-08-29T12:41:20,2024-08-29T15:49:04
FL06802,SK874,AC1017,SkyWays,SLC,JFK,2024-08-29T17:17:04,2024-08-29T22:03:13
FL06803,SK935,AC1017,SkyWays,JFK,DFW,2024-08-29T23:19:13,2024-08-30T02:54:36
FL06804,SK947,AC1017,SkyWays,DFW,DCA,2024-08-30T04:04:36,2024-08-30T07:46:10
FL06805,SK413,AC1017,SkyWays,DCA,TPA,2024-08-30T09:02:10,2024-08-30T10:06:52
FL06806,SK798,AC1017,SkyWays,TPA,ORD,2024-08-30T08:44:25,2024-08-30T09:51:52
FL06807,SK507,AC1017,SkyWays,ORD,SFO,2024-08-30T11:01:52,2024-08-30T15:11:16
FL06808,SK277,AC1017,SkyWays,SFO,MKE,2024-08-30T16:19:16,2024-08-30T20:59:06
FL06809,SK800,AC1017,SkyWays,MKE,DEN,2024-08-31T08:42:30,2024-08-31T11:52:41
FL06810,SK494,AC1017,SkyWays,DEN,JFK,2024-08-31T13:19:41,2024-08-31T15:39:49
FL06811,SK634,AC1017,SkyWays,JFK,ATL,2024-08-31T17:03:49,2024-08-31T20:22:39
FL06812,SK828,AC1017,SkyWays,ATL,MIA,2024-08-31T21:24:39,2024-08-31T22:54:56
FL06813,SK461,AC1017,SkyWays,MIA,LAX,2024-09-01T07:42:47,2024-09-01T10:04:09
FL06814,SK749,AC1017,SkyWays,LAX,ATL,2024-09-01T11:34:09,2024-09-01T13:14:24
FL06815,SK215,AC1017,SkyWays,ATL,STL,2024-09-01T14:40:24,2024-09-01T18:13:19
FL06816,SK796,AC1017,SkyWays,STL,MIA,2024-09-01T19:08:19,2024-09-01T20:42:56
FL06817,SK489,AC1017,SkyWays,MIA,LAX,2024-09-01T22:03:56,2024-09-02T02:35:59
FL06818,SK288,AC1017,SkyWays,LAX,MEM,2024-09-02T08:24:45,2024-09-02T11:28:37
FL06819,SK271,AC1017,SkyWays,MEM,DFW,2024-09-02T12:50:37,2024-09-02T16:58:14
FL06820,SK396,AC1017,SkyWays,DFW,PIT,2024-09-02T18:16:14,2024-09-02T23:28:10
FL06821,SK604,AC1017,SkyWays,PIT,JFK,2024-09-03T00:16:10,2024-09-03T01:21:32
FL06822,SK320,AC1017,SkyWays,JFK,BOS,2024-09-03T06:48:14,2024-09-03T08:22:39
FL06823,SK789,AC1017,SkyWays,BOS,PHL,2024-09-03T09:20:39,2024-09-03T10:34:48
FL06824,SK256,AC1017,SkyWays,PHL,DFW,2024-09-03T11:49:48,2024-09-03T15:10:20
FL06825,SK605,AC1017,SkyWays,DFW,CLE,2024-09-03T16:33:20,2024-09-03T21:21:47
FL06826,SK962,AC1017,SkyWays,CLE,BOS,2024-09-04T06:28:24,2024-09-04T09:03:35
FL06827,SK436,AC1017,SkyWays,BOS,DCA,2024-09-04T10:02:35,2024-09-04T15:20:03
FL06828,SK708,AC1017,SkyWays,DCA,BOS,2024-09-04T16:33:03,2024-09-04T19:16:20
FL06829,SK840,AC1017,SkyWays,BOS,PIT,2024-09-04T20:34:20,2024-09-04T22:39:05
FL06830,SK770,AC1017,SkyWays,PIT,ORD,2024-09-04T23:34:05,2024-09-05T03:12:01
FL06831,SK587,AC1017,SkyWays,ORD,DTW,2024-09-05T04:01:01,2024-09-05T07:00:10
FL06832,SK488,AC1017,SkyWays,DTW,DFW,2024-09-05T06:09:13,2024-09-05T09:59:03
FL06833,SK661,AC1017,SkyWays,DFW,SFO,2024-09-05T10:49:03,2024-09-05T14:29:34
FL06834,SK252,AC1017,SkyWays,SFO,BOS,2024-09-05T15:57:34,2024-09-05T18:20:15
FL06835,SK800,AC1017,SkyWays,BOS,TPA,2024-09-06T06:57:06,2024-09-06T11:16:03
FL06836,SK770,AC1017,SkyWays,TPA,ABQ,2024-09-06T12:07:03,2024-09-06T17:06:29
FL06837,SK932,AC1017,SkyWays,ABQ,DEN,2024-09-06T17:56:29,2024-09-06T21:09:21
FL06838,SK314,AC1017,SkyWays,DEN,MEM,2024-09-06T22:03:21,2024-09-06T23:05:04
FL06839,SK289,AC1017,SkyWays,MEM,MSY,2024-09-06T23:56:04,2024-09-07T02:37:59
FL06840,SK165,AC1017,SkyWays,MSY,ATL,2024-09-07T03:52:59,2024-09-07T05:16:28
FL06841,SK516,AC1017,SkyWays,ATL,DEN,2024-09-07T06:10:32,2024-09-07T10:54:40
FL06842,SK854,AC1017,SkyWays,DEN,PHX,2024-09-07T11:50:40,2024-09-07T15:56:02
FL06843,SK481,AC1017,SkyWays,PHX,BNA,2024-09-07T17:11:02,2024-09-07T18:27:49
FL06844,SK210,AC1017,SkyWays,BNA,ABQ,2024-09-07T19:50:49,2024-09-07T22:40:51
FL06845,SK109,AC1017,SkyWays,ABQ,PHL,2024-09-08T07:55:56,2024-09-08T12:46:02
FL06846,SK241,AC1017,SkyWays,PHL,BOS,2024-09-08T14:10:02,2024-09-08T18:43:44
FL06847,SK676,AC1017,SkyWays,BOS,DCA,2024-09-08T19:56:44,2024-09-09T00:58:09
FL06848,SK282,AC1017,SkyWays,DCA,BWI,2024-09-09T02:19:09,2024-09-09T05:16:28
FL06849,SK262,AC1017,SkyWays,BWI,HNL,2024-09-09T06:36:36,2024-09-09T07:54:45
FL06850,SK173,AC1017,SkyWays,HNL,IAH,2024-09-09T08:52:45,2024-09-09T14:02:23
FL06851,SK318,AC1017,SkyWays,IAH,TPA,2024-09-09T15:09:23,2024-09-09T17:51:26
FL06852,SK110,AC1017,SkyWays,TPA,DFW,2024-09-10T08:02:56,2024-09-10T12:10:14
FL06853,SK893,AC1017,SkyWays,DFW,BOS,2024-09-10T13:12:14,2024-09-10T17:14:35
FL06854,SK557,AC1017,SkyWays,BOS,MSP,2024-09-10T18:15:35,2024-09-10T19:23:03
FL06855,SK756,AC1017,SkyWays,MSP,IND,2024-09-11T06:50:05,2024-09-11T12:14:22
FL06856,SK585,AC1017,SkyWays,IND,SEA,2024-09-11T13:21:22,2024-09-11T15:01:05
FL06857,SK118,AC1017,SkyWays,SEA,LAX,2024-09-11T16:29:05,2024-09-11T20:23:19
FL06858,SK277,AC1017,SkyWays,LAX,SAN,2024-09-11T21:25:19,2024-09-11T23:03:03
FL06859,SK110,AC1017,SkyWays,SAN,RDU,2024-09-12T07:32:52,2024-09-12T10:58:03
FL06860,SK176,AC1017,SkyWays,RDU,LAX,2024-09-12T12:25:03,2024-09-12T16:59:41
FL06861,SK707,AC1017,SkyWays,LAX,CLT,2024-09-12T18:02:41,2024-09-12T23:21:23
FL06862,SK592,AC1017,SkyWays,CLT,SEA,2024-09-13T06:03:29,2024-09-13T11:18:52
FL06863,SK887,AC1017,SkyWays,SEA,BOS,2024-09-13T12:43:52,2024-09-13T14:55:39
FL06864,SK287,AC1017,SkyWays,BOS,DEN,2024-09-13T15:55:39,2024-09-13T19:16:14
