reading_id,sensor_id,ts,value
AC1008-S02-SN04-R01017,AC1008-S02-SN04,2024-08-12T08:00:00,1.35972
AC1008-S02-SN04-R01021,AC1008-S02-SN04,2024-08-12T12:00:00,1.39358
AC1008-S02-SN04-R01025,AC1008-S02-SN04,2024-08-12T16:00:00,1.3589
AC1008-S02-SN04-R01029,AC1008-S02-SN04,2024-08-12T20:00:00,1.39583
AC1008-S02-SN04-R01033,AC1008-S02-SN04,2024-08-13T00:00:00,1.3391
AC1008-S02-SN04-R01037,AC1008-S02-SN04,2024-08-13T04:00:00,1.29875
AC1008-S02-SN04-R01041,AC1008-S02-SN04,2024-08-13T08:00:00,1.3175
AC1008-S02-SN04-R01045,AC1008-S02-SN04,2024-08-13T12:00:00,1.43518
AC1008-S02-SN04-R01049,AC1008-S02-SN04,2024-08-13T16:00:00,1.35266
AC1008-S02-SN04-R01053,AC1008-S02-SN04,2024-08-13T20:00:00,1.35144
AC1008-S02-SN04-R01057,AC1008-S02-SN04,2024-08-14T00:00:00,1.30616
AC1008-S02-SN04-R01061,AC1008-S02-SN04,2024-08-14T04:00:00,1.33478
AC1008-S02-SN04-R01065,AC1008-S02-SN04,2024-08-14T08:00:00,1.38186
AC1008-S02-SN04-R01069,AC1008-S02-SN04,2024-08-14T12:00:00,1.40811
AC1008-S02-SN04-R01073,AC1008-S02-SN04,2024-08-14T16:00:00,1.32162
AC1008-S02-SN04-R01077,AC1008-S02-SN04,2024-08-14T20:00:00,1.29056
AC1008-S02-SN04-R01081,AC1008-S02-SN04,2024-08-15T00:00:00,1.41534
AC1008-S02-SN04-R01085,AC1008-S02-SN04,2024-08-15T04:00:00,1.32159
AC1008-S02-SN04-R01089,AC1008-S02-SN04,2024-08-15T08:00:00,1.35219
AC1008-S02-SN04-R01093,AC1008-S02-SN04,2024-08-15T12:00:00,1.3538
AC1008-S02-SN04-R01097,AC1008-S02-SN04,2024-08-15T16:00:00,1.40709
AC1008-S02-SN04-R01101,AC1008-S02-SN04,2024-08-15T20:00:00,1.34406
AC1008-S02-SN04-R01105,AC1008-S02-SN04,2024-08-16T00:00:00,1.33662
AC1008-S02-SN04-R01109,AC1008-S02-SN04,2024-08-16T04:00:00,1.3347
AC1008-S02-SN04-R01113,AC1008-S02-SN04,2024-08-16T08:00:00,1.34168
AC1008-S02-SN04-R01117,AC1008-S02-SN04,2024-08-16T12:00:00,1.29716
AC1008-S02-SN04-R01121,AC1008-S02-SN04,2024-08-16T16:00:00,1.32471
AC1008-S02-SN04-R01125,AC1008-S02-SN04,2024-08-16T20:00:00,1.3826
AC1008-S02-SN04-R01129,AC1008-S02-SN04,2024-08-17T00:00:00,1.38021
AC1008-S02-SN04-R01133,AC1008-S02-SN04,2024-08-17T04:00:00,1.34715
AC1008-S02-SN04-R01137,AC1008-S02-SN04,2024-08-17T08:00:00,1.38363
AC1008-S02-SN04-R01141,AC1008-S02-SN04,2024-08-17T12:00:00,1.37305
AC1008-S02-SN04-R01145,AC1008-S02-SN04,2024-08-17T16:00:00,1.30261
AC1008-S02-SN04-R01149,AC1008-S02-SN04,2024-08-17T20:00:00,1.38172
AC1008-S02-SN04-R01153,AC1008-S02-SN04,2024-08-18T00:00:00,1.31839
AC1008-S02-SN04-R01157,AC1008-S02-SN04,2024-08-18T04:00:00,1.35279
AC1008-S02-SN04-R01161,AC1008-S02-SN04,2024-08-18T08:00:00,1.33412
AC1008-S02-SN04-R01165,AC1008-S02-SN04,2024-08-18T12:00:00,1.27902
AC1008-S02-SN04-R01169,AC1008-S02-SN04,2024-08-18T16:00:00,1.32943
AC1008-S02-SN04-R01173,AC1008-S02-SN04,2024-08-18T20:00:00,1.38132
AC1008-S02-SN04-R01177,AC1008-S02-SN04,2024-08-19T00:00:00,1.37353
AC1008-S02-SN04-R01181,AC1008-S02-SN04,2024-08-19T04:00:00,1.35674
AC1008-S02-SN04-R01185,AC1008-S02-SN04,2024-08-19T08:00:00,1.36548
AC1008-S02-SN04-R01189,AC1008-S02-SN04,2024-08-19T12:00:00,1.31575
AC1008-S02-SN04-R01193,AC1008-S02-SN04,2024-08-19T16:00:00,1.36662
AC1008-S02-SN04-R01197,AC1008-S02-SN04,2024-08-19T20:00:00,1.35469
AC1008-S02-SN04-R01201,AC1008-S02-SN04,2024-08-20T00:00:00,1.35553
AC1008-S02-SN04-R01205,AC1008-S02-SN04,2024-08-20T04:00:00,1.40321
AC1008-S02-SN04-R01209,AC1008-S02-SN04,2024-08-20T08:00:00,1.35954
AC1008-S02-SN04-R01213,AC1008-S02-SN04,2024-08-20T12:00:00,1.35357
AC1008-S02-SN04-R01217,AC1008-S02-SN04,2024-08-20T16:00:00,1.30622
AC1008-S02-SN04-R01221,AC1008-S02-SN04,2024-08-20T20:00:00,1.34518
AC1008-S02-SN04-R01225,AC1008-S02-SN04,2024-08-21T00:00:00,1.41272
AC1008-S02-SN04-R01229,AC1008-S02-SN04,2024-08-21T04:00:00,1.29391
AC1008-S02-SN04-R01233,AC1008-S02-SN04,2024-08-21T08:00:00,1.3187
AC1008-S02-SN04-R01237,AC1008-S02-SN04,2024-08-21T12:00:00,1.34047
AC1008-S02-SN04-R01241,AC1008-S02-SN04,2024-08-21T16:00:00,1.32389
AC1008-S02-SN04-R01245,AC1008-S02-SN04,2024-08-21T20:00:00,1.31895
AC1008-S02-SN04-R01249,AC1008-S02-SN04,2024-08-22T00:00:00,1.3567
AC1008-S02-SN04-R01253,AC1008-S02-SN04,2024-08-22T04:00:00,1.38663
AC1008-S02-SN04-R01257,AC1008-S02-SN04,2024-08-22T08:00:00,1.3544
AC1008-S02-SN04-R01261,AC1008-S02-SN04,2024-08-22T12:00:00,1.36663
AC1008-S02-SN04-R01265,AC1008-S02-SN04,2024-08-22T16:00:00,1.33906
AC1008-S02-SN04-R01269,AC1008-S02-SN04,2024-08-22T20:00:00,1.3619
AC1008-S02-SN04-R01273,AC1008-S02-SN04,2024-08-23T00:00:00,1.35552
AC1008-S02-SN04-R01277,AC1008-S02-SN04,2024-08-23T04:00:00,1.35344
AC1008-S02-SN04-R01281,AC1008-S02-SN04,2024-08-23T08:00:00,1.32845
AC1008-S02-SN04-R01285,AC1008-S02-SN04,2024-08-23T12:00:00,1.28236
AC1008-S02-SN04-R01289,AC1008-S02-SN04,2024-08-23T16:00:00,1.38014
AC1008-S02-SN04-R01293,AC1008-S02-SN04,2024-08-23T20:00:00,1.32763
AC1008-S02-SN04-R01297,AC1008-S02-SN04,2024-08-24T00:00:00,1.34671
AC1008-S02-SN04-R01301,AC1008-S02-SN04,2024-08-24T04:00:00,1.38047
AC1008-S02-SN04-R01305,AC1008-S02-SN04,2024-08-24T08:00:00,1.35086
AC1008-S02-SN04-R01309,AC1008-S02-SN04,2024-08-24T12:00:00,1.37101
AC1008-S02-SN04-R01313,AC1008-S02-SN04,2024-08-24T16:00:00,1.34646
AC1008-S02-SN04-R01317,AC1008-S02-SN04,2024-08-24T20:00:00,1.32741
AC1008-S02-SN04-R01321,AC1008-S02-SN04,2024-08-25T00:00:00,1.34351
AC1008-S02-SN04-R01325,AC1008-S02-SN04,2024-08-25T04:00:00,1.36412
AC1008-S02-SN04-R01329,AC1008-S02-SN04,2024-08-25T08:00:00,1.32588
AC1008-S02-SN04-R01333,AC1008-S02-SN04,2024-08-25T12:00:00,1.3606
AC1008-S02-SN04-R01337,AC1008-S02-SN04,2024-08-25T16:00:00,1.33652
AC1008-S02-SN04-R01341,AC1008-S02-SN04,2024-08-25T20:00:00,1.31614
AC1008-S02-SN04-R01345,AC1008-S02-SN04,2024-08-26T00:00:00,1.33759
AC1008-S02-SN04-R01349,AC1008-S02-SN04,2024-08-26T04:00:00,1.36867
AC1008-S02-SN04-R01353,AC1008-S02-SN04,2024-08-26T08:00:00,1.29976
AC1008-S02-SN04-R01357,AC1008-S02-SN04,2024-08-26T12:00:00,1.31688
AC1008-S02-SN04-R01361,AC1008-S02-SN04,2024-08-26T16:00:00,1.36404
AC1008-S02-SN04-R01365,AC1008-S02-SN04,2024-08-26T20:00:00,1.35377
AC1008-S02-SN04-R01369,AC1008-S02-SN04,2024-08-27T00:00:00,1.37754
AC1008-S02-SN04-R01373,AC1008-S02-SN04,2024-08-27T04:00:00,1.34967
AC1008-S02-SN04-R01377,AC1008-S02-SN04,2024-08-27T08:00:00,1.3367
AC1008-S02-SN04-R01381,AC1008-S02-SN04,2024-08-27T12:00:00,1.35331
AC1008-S02-SN04-R01385,AC1008-S02-SN04,2024-08-27T16:00:00,1.36059
AC1008-S02-SN04-R01389,AC1008-S02-SN04,2024-08-27T20:00:00,1.3316
AC1008-S02-SN04-R01393,AC1008-S02-SN04,2024-08-28T00:00:00,1.30936
AC1008-S02-SN04-R01397,AC1008-S02-SN04,2024-08-28T04:00:00,1.34308
AC1008-S02-SN04-R01401,AC1008-S02-SN04,2024-08-28T08:00:00,1.35771
AC1008-S02-SN04-R01405,AC1008-S02-SN04,2024-08-28T12:00:00,1.35143
AC1008-S02-SN04-R01409,AC1008-S02-SN04,2024-08-28T16:00:00,1.35489
AC1008-S02-SN04-R01413,AC1008-S02-SN04,2024-08-28T20:00:00,1.38365
AC1008-S02-SN04-R01417,AC1008-S02-SN04,2024-08-29T00:00:00,1.32656
AC1008-S02-SN04-R01421,AC1008-S02-SN04,2024-08-29T04:00:00,1.33467
AC1008-S02-SN04-R01425,AC1008-S02-SN04,2024-08-29T08:00:00,1.351
AC1008-S02-SN04-R01429,AC1008-S02-SN04,2024-08-29T12:00:00,1.3592
AC1008-S02-SN04-R01433,AC1008-S02-SN04,2024-08-29T16:00:00,1.38411
AC1008-S02-SN04-R01437,AC1008-S02-SN04,2024-08-29T20:00:00,1.35192
AC1008-S02-SN04-R01441,AC1008-S02-SN04,2024-08-30T00:00:00,1.35506
AC1008-S02-SN04-R01445,AC1008-S02-SN04,2024-08-30T04:00:00,1.34801
AC1008-S02-SN04-R01449,AC1008-S02-SN04,2024-08-30T08:00:00,1.32421
AC1008-S02-SN04-R01453,AC1008-S02-SN04,2024-08-30T12:00:00,1.27876
AC1008-S02-SN04-R01457,AC1008-S02-SN04,2024-08-30T16:00:00,1.37142
AC1008-S02-SN04-R01461,AC1008-S02-SN04,2024-08-30T20:00:00,1.38126
AC1008-S02-SN04-R01465,AC1008-S02-SN04,2024-08-31T00:00:00,1.3791
AC1008-S02-SN04-R01469,AC1008-S02-SN04,2024-08-31T04:00:00,1.40964
AC1008-S02-SN04-R01473,AC1008-S02-SN04,2024-08-31T08:00:00,1.36951
AC1008-S02-SN04-R01477,AC1008-S02-SN04,2024-08-31T12:00:00,1.39593
AC1008-S02-SN04-R01481,AC1008-S02-SN04,2024-08-31T16:00:00,1.41371
AC1008-S02-SN04-R01485,AC1008-S02-SN04,2024-08-31T20:00:00,1.3129
AC1008-S02-SN04-R01489,AC1008-S02-SN04,2024-09-01T00:00:00,1.35316
AC1008-S02-SN04-R01493,AC1008-S02-SN04,2024-09-01T04:00:00,1.36646
AC1008-S02-SN04-R01497,AC1008-S02-SN04,2024-09-01T08:00:00,1.29995
AC1008-S02-SN04-R01501,AC1008-S02-SN04,2024-09-01T12:00:00,1.35753
AC1008-S02-SN04-R01505,AC1008-S02-SN04,2024-09-01T16:00:00,1.38685
AC1008-S02-SN04-R01509,AC1008-S02-SN04,2024-09-01T20:00:00,1.3247
AC1008-S02-SN04-R01513,AC1008-S02-SN04,2024-09-02T00:00:00,1.43805
AC1008-S02-SN04-R01517,AC1008-S02-SN04,2024-09-02T04:00:00,1.34201
AC1008-S02-SN04-R01521,AC1008-S02-SN04,2024-09-02T08:00:00,1.29772
AC1008-S02-SN04-R01525,AC1008-S02-SN04,2024-09-02T12:00:00,1.4181
AC1008-S02-SN04-R01529,AC1008-S02-SN04,2024-09-02T16:00:00,1.31944
AC1008-S02-SN04-R01533,AC1008-S02-SN04,2024-09-02T20:00:00,1.31733
AC1008-S02-SN04-R01537,AC1008-S02-SN04,2024-09-03T00:00:00,1.34773
AC1008-S02-SN04-R01541,AC1008-S02-SN04,2024-09-03T04:00:00,1.36872
AC1008-S02-SN04-R01545,AC1008-S02-SN04,2024-09-03T08:00:00,1.34523
AC1008-S02-SN04-R01549,AC1008-S02-SN04,2024-09-03T12:00:00,1.31597
AC1008-S02-SN04-R01553,AC1008-S02-SN04,2024-09-03T16:00:00,1.38061
AC1008-S02-SN04-R01557,AC1008-S02-SN04,2024-09-03T20:00:00,1.38257
AC1008-S02-SN04-R01561,AC1008-S02-SN04,2024-09-04T00:00:00,1.41284
AC1008-S02-SN04-R01565,AC1008-S02-SN04,2024-09-04T04:00:00,1.35597
AC1008-S02-SN04-R01569,AC1008-S02-SN04,2024-09-04T08:00:00,1.36157
AC1008-S02-SN04-R01573,AC1008-S02-SN04,2024-09-04T12:00:00,1.33594
AC1008-S02-SN04-R01577,AC1008-S02-SN04,2024-09-04T16:00:00,1.35042
AC1008-S02-SN04-R01581,AC1008-S02-SN04,2024-09-04T20:00:00,1.35124
AC1008-S02-SN04-R01585,AC1008-S02-SN04,2024-09-05T00:00:00,1.32505
AC1008-S02-SN04-R01589,AC1008-S02-SN04,2024-09-05T04:00:00,1.36405
AC1008-S02-SN04-R01593,AC1008-S02-SN04,2024-09-05T08:00:00,1.39686
AC1008-S02-SN04-R01597,AC1008-S02-SN04,2024-09-05T12:00:00,1.38996
AC1008-S02-SN04-R01601,AC1008-S02-SN04,2024-09-05T16:00:00,1.33587
AC1008-S02-SN04-R01605,AC1008-S02-SN04,2024-09-05T20:00:00,1.29165
AC1008-S02-SN04-R01609,AC1008-S02-SN04,2024-09-06T00:00:00,1.30001
AC1008-S02-SN04-R01613,AC1008-S02-SN04,2024-09-06T04:00:00,1.35867
AC1008-S02-SN04-R01617,AC1008-S02-SN04,2024-09-06T08:00:00,1.31313
AC1008-S02-SN04-R01621,AC1008-S02-SN04,2024-09-06T12:00:00,1.35949
AC1008-S02-SN04-R01625,AC1008-S02-SN04,2024-09-06T16:00:00,1.37606
AC1008-S02-SN04-R01629,AC1008-S02-SN04,2024-09-06T20:00:00,1.33427
AC1008-S02-SN04-R01633,AC1008-S02-SN04,2024-09-07T00:00:00,1.34475
AC1008-S02-SN04-R01637,AC1008-S02-SN04,2024-09-07T04:00:00,1.33822
AC1008-S02-SN04-R01641,AC1008-S02-SN04,2024-09-07T08:00:00,1.31816
AC1008-S02-SN04-R01645,AC1008-S02-SN04,2024-09-07T12:00:00,1.36478
AC1008-S02-SN04-R01649,AC1008-S02-SN04,2024-09-07T16:00:00,1.34404
AC1008-S02-SN04-R01653,AC1008-S02-SN04,2024-09-07T20:00:00,1.37053
AC1008-S02-SN04-R01657,AC1008-S02-SN04,2024-09-08T00:00:00,1.3305
AC1008-S02-SN04-R01661,AC1008-S02-SN04,2024-09-08T04:00:00,1.35718
AC1008-S02-SN04-R01665,AC1008-S02-SN04,2024-09-08T08:00:00,1.33308
AC1008-S02-SN04-R01669,AC1008-S02-SN04,2024-09-08T12:00:00,1.37502
AC1008-S02-SN04-R01673,AC1008-S02-SN04,2024-09-08T16:00:00,1.32825
AC1008-S02-SN04-R01677,AC1008-S02-SN04,2024-09-08T20:00:00,1.33403
AC1008-S02-SN04-R01681,AC1008-S02-SN04,2024-09-09T00:00:00,1.36528
AC1008-S02-SN04-R01685,AC1008-S02-SN04,2024-09-09T04:00:00,1.35286
AC1008-S02-SN04-R01689,AC1008-S02-SN04,2024-09-09T08:00:00,1.36528
AC1008-S02-SN04-R01693,AC1008-S02-SN04,2024-09-09T12:00:00,1.34723
AC1008-S02-SN04-R01697,AC1008-S02-SN04,2024-09-09T16:00:00,1.34038
AC1008-S02-SN04-R01701,AC1008-S02-SN04,2024-09-09T20:00:00,1.38405
AC1008-S02-SN04-R01705,AC1008-S02-SN04,2024-09-10T00:00:00,1.35526
AC1008-S02-SN04-R01709,AC1008-S02-SN04,2024-09-10T04:00:00,1.34926
AC1008-S02-SN04-R01713,AC1008-S02-SN04,2024-09-10T08:00:00,1.32724
AC1008-S02-SN04-R01717,AC1008-S02-SN04,2024-09-10T12:00:00,1.29398
AC1008-S02-SN04-R01721,AC1008-S02-SN04,2024-09-10T16:00:00,1.32938
AC1008-S02-SN04-R01725,AC1008-S02-SN04,2024-09-10T20:00:00,1.37607
AC1008-S02-SN04-R01729,AC1008-S02-SN04,2024-09-11T00:00:00,1.3826
AC1008-S02-SN04-R01733,AC1008-S02-SN04,2024-09-11T04:00:00,1.29124
AC1008-S02-SN04-R01737,AC1008-S02-SN04,2024-09-11T08:00:00,1.34106
AC1008-S02-SN04-R01741,AC1008-S02-SN04,2024-09-11T12:00:00,1.29831
AC1008-S02-SN04-R01745,AC1008-S02-SN04,2024-09-11T16:00:00,1.34996
AC1008-S02-SN04-R01749,AC1008-S02-SN04,2024-09-11T20:00:00,1.34278
AC1008-S02-SN04-R01753,AC1008-S02-SN04,2024-09-12T00:00:00,1.36233
AC1008-S02-SN04-R01757,AC1008-S02-SN04,2024-09-12T04:00:00,1.36372
AC1008-S02-SN04-R01761,AC1008-S02-SN04,2024-09-12T08:00:00,1.37615
AC1008-S02-SN04-R01765,AC1008-S02-SN04,2024-09-12T12:00:00,1.33685
AC1008-S02-SN04-R01769,AC1008-S02-SN04,2024-09-12T16:00:00,1.36003
AC1008-S02-SN04-R01773,AC1008-S02-SN04,2024-09-12T20:00:00,1.31184
AC1008-S02-SN04-R01777,AC1008-S02-SN04,2024-09-13T00:00:00,1.32454
AC1008-S02-SN04-R01781,AC1008-S02-SN04,2024-09-13T04:00:00,1.371
AC1008-S02-SN04-R01785,AC1008-S02-SN04,2024-09-13T08:00:00,1.36201
AC1008-S02-SN04-R01789,AC1008-S02-SN04,2024-09-13T12:00:00,1.37805
AC1008-S02-SN04-R01793,AC1008-S02-SN04,2024-09-13T16:00:00,1.3306
AC1008-S02-SN04-R01797,AC1008-S02-SN04,2024-09-13T20:00:00,1.38615
AC1008-S02-SN04-R01801,AC1008-S02-SN04,2024-09-14T00:00:00,1.36741
AC1008-S02-SN04-R01805,AC1008-S02-SN04,2024-09-14T04:00:00,1.29912
AC1008-S02-SN04-R01809,AC1008-S02-SN04,2024-09-14T08:00:00,1.33924
AC1008-S02-SN04-R01813,AC1008-S02-SN04,2024-09-14T12:00:00,1.36263
AC1008-S02-SN04-R01817,AC1008-S02-SN04,2024-09-14T16:00:00,1.32721
AC1008-S02-SN04-R01821,AC1008-S02-SN04,2024-09-14T20:00:00,1.29674
AC1008-S02-SN04-R01825,AC1008-S02-SN04,2024-09-15T00:00:00,1.39057
AC1008-S02-SN04-R01829,AC1008-S02-SN04,2024-09-15T04:00:00,1.33872
AC1008-S02-SN04-R01833,AC1008-S02-SN04,2024-09-15T08:00:00,1.29005
AC1008-S02-SN04-R01837,AC1008-S02-SN04,2024-09-15T12:00:00,1.30224
AC1008-S02-SN04-R01841,AC1008-S02-SN04,2024-09-15T16:00:00,1.33957
AC1008-S02-SN04-R01845,AC1008-S02-SN04,2024-09-15T20:00:00,1.38815
AC1008-S02-SN04-R01849,AC1008-S02-SN04,2024-09-16T00:00:00,1.3533
AC1008-S02-SN04-R01853,AC1008-S02-SN04,2024-09-16T04:00:00,1.34431
AC1008-S02-SN04-R01857,AC1008-S02-SN04,2024-09-16T08:00:00,1.2626
AC1008-S02-SN04-R01861,AC1008-S02-SN04,2024-09-16T12:00:00,1.36945
AC1008-S02-SN04-R01865,AC1008-S02-SN04,2024-09-16T16:00:00,1.40151
AC1008-S02-SN04-R01869,AC1008-S02-SN04,2024-09-16T20:00:00,1.34598
AC1008-S02-SN04-R01873,AC1008-S02-SN04,2024-09-17T00:00:00,1.36105
AC1008-S02-SN04-R01877,AC1008-S02-SN04,2024-09-17T04:00:00,1.33657
AC1008-S02-SN04-R01881,AC1008-S02-SN04,2024-09-17T08:00:00,1.37067
AC1008-S02-SN04-R01885,AC1008-S02-SN04,2024-09-17T12:00:00,1.30492
AC1008-S02-SN04-R01889,AC1008-S02-SN04,2024-09-17T16:00:00,1.34507
AC1008-S02-SN04-R01893,AC1008-S02-SN04,2024-09-17T20:00:00,1.27155
AC1008-S02-SN04-R01897,AC1008-S02-SN04,2024-09-18T00:00:00,1.3615
AC1008-S02-SN04-R01901,AC1008-S02-SN04,2024-09-18T04:00:00,1.35737
AC1008-S02-SN04-R01905,AC1008-S02-SN04,2024-09-18T08:00:00,1.33944
AC1008-S02-SN04-R01909,AC1008-S02-SN04,2024-09-18T12:00:00,1.3139
AC1008-S02-SN04-R01913,AC1008-S02-SN04,2024-09-18T16:00:00,1.37314
AC1008-S02-SN04-R01917,AC1008-S02-SN04,2024-09-18T20:00:00,1.37526
AC1008-S02-SN04-R01921,AC1008-S02-SN04,2024-09-19T00:00:00,1.29741
AC1008-S02-SN04-R01925,AC1008-S02-SN04,2024-09-19T04:00:00,1.36719
AC1008-S02-SN04-R01929,AC1008-S02-SN04,2024-09-19T08:00:00,1.40103
AC1008-S02-SN04-R01933,AC1008-S02-SN04,2024-09-19T12:00:00,1.43096
AC1008-S02-SN04-R01937,AC1008-S02-SN04,2024-09-19T16:00:00,1.31625
AC1008-S02-SN04-R01941,AC1008-S02-SN04,2024-09-19T20:00:00,1.35062
AC1008-S02-SN04-R01945,AC1008-S02-SN04,2024-09-20T00:00:00,1.35556
AC1008-S02-SN04-R01949,AC1008-S02-SN04,2024-09-20T04:00:00,1.32414
AC1008-S02-SN04-R01953,AC1008-S02-SN04,2024-09-20T08:00:00,1.35022
AC1008-S02-SN04-R01957,AC1008-S02-SN04,2024-09-20T12:00:00,1.33354
AC1008-S02-SN04-R01961,AC1008-S02-SN04,2024-09-20T16:00:00,1.36037
AC1008-S02-SN04-R01965,AC1008-S02-SN04,2024-09-20T20:00:00,1.39007
AC1008-S02-SN04-R01969,AC1008-S02-SN04,2024-09-21T00:00:00,1.34972
AC1008-S02-SN04-R01973,AC1008-S02-SN04,2024-09-21T04:00:00,1.38727
AC1008-S02-SN04-R01977,AC1008-S02-SN04,2024-09-21T08:00:00,1.38389
AC1008-S02-SN04-R01981,AC1008-S02-SN04,2024-09-21T12:00:00,1.33724
AC1008-S02-SN04-R01985,AC1008-S02-SN04,2024-09-21T16:00:00,1.36836
AC1008-S02-SN04-R01989,AC1008-S02-SN04,2024-09-21T20:00:00,1.40352
AC1008-S02-SN04-R01993,AC1008-S02-SN04,2024-09-22T00:00:00,1.37082
AC1008-S02-SN04-R01997,AC1008-S02-SN04,2024-09-22T04:00:00,1.34549
AC1008-S02-SN04-R02001,AC1008-S02-SN04,2024-09-22T08:00:00,1.30747
AC1008-S02-SN04-R02005,AC1008-S02-SN04,2024-09-22T12:00:00,1.34946
AC1008-S02-SN04-R02009,AC1008-S02-SN04,2024-09-22T16:00:00,1.35719
AC1008-S02-SN04-R02013,AC1008-S02-SN04,2024-09-22T20:00:00,1.37682
AC1008-S02-SN04-R02017,AC1008-S02-SN04,2024-09-23T00:00:00,1.31437
AC1008-S02-SN04-R02021,AC1008-S02-SN04,2024-09-23T04:00:00,1.36154
AC1008-S02-SN04-R02025,AC1008-S02-SN04,2024-09-23T08:00:00,1.35143
AC1008-S02-SN04-R02029,AC1008-S02-SN04,2024-09-23T12:00:00,1.29806
AC1008-S02-SN04-R02033,AC1008-S02-SN04,2024-09-23T16:00:00,1.30863
AC1008-S02-SN04-R02037,AC1008-S02-SN04,2024-09-23T20:00:00,1.34167
AC1008-S02-SN04-R02041,AC1008-S02-SN04,2024-09-24T00:00:00,1.29931
AC1008-S02-SN04-R02045,AC1008-S02-SN04,2024-09-24T04:00:00,1.37224
AC1008-S02-SN04-R02049,AC1008-S02-SN04,2024-09-24T08:00:00,1.28237
AC1008-S02-SN04-R02053,AC1008-S02-SN04,2024-09-24T12:00:00,1.32682
AC1008-S02-SN04-R02057,AC1008-S02-SN04,2024-09-24T16:00:00,1.34982
AC1008-S02-SN04-R02061,AC1008-S02-SN04,2024-09-24T20:00:00,1.37723
AC1008-S02-SN04-R02065,AC1008-S02-SN04,2024-09-25T00:00:00,1.36591
AC1008-S02-SN04-R02069,AC1008-S02-SN04,2024-09-25T04:00:00,1.42852
AC1008-S02-SN04-R02073,AC1008-S02-SN04,2024-09-25T08:00:00,1.34234
AC1008-S02-SN04-R02077,AC1008-S02-SN04,2024-09-25T12:00:00,1.32312
AC1008-S02-SN04-R02081,AC1008-S02-SN04,2024-09-25T16:00:00,1.37832
AC1008-S02-SN04-R02085,AC1008-S02-SN04,2024-09-25T20:00:00,1.32979
AC1008-S02-SN04-R02089,AC1008-S02-SN04,2024-09-26T00:00:00,1.38342
AC1008-S02-SN04-R02093,AC1008-S02-SN04,2024-09-26T04:00:00,1.35453
AC1008-S02-SN04-R02097,AC1008-S02-SN04,2024-09-26T08:00:00,1.36274
AC1008-S02-SN04-R02101,AC1008-S02-SN04,2024-09-26T12:00:00,1.33225
AC1008-S02-SN04-R02105,AC1008-S02-SN04,2024-09-26T16:00:00,1.38393
AC1008-S02-SN04-R02109,AC1008-S02-SN04,2024-09-26T20:00:00,1.37446
AC1008-S02-SN04-R02113,AC1008-S02-SN04,2024-09-27T00:00:00,1.3934
AC1008-S02-SN04-R02117,AC1008-S02-SN04,2024-09-27T04:00:00,1.34969
AC1008-S02-SN04-R02121,AC1008-S02-SN04,2024-09-27T08:00:00,1.36747
AC1008-S02-SN04-R02125,AC1008-S02-SN04,2024-09-27T12:00:00,1.39214
AC1008-S02-SN04-R02129,AC1008-S02-SN04,2024-09-27T16:00:00,1.36226
AC1008-S02-SN04-R02133,AC1008-S02-SN04,2024-09-27T20:00:00,1.32273
AC1008-S02-SN04-R02137,AC1008-S02-SN04,2024-09-28T00:00:00,1.3351
AC1008-S02-SN04-R02141,AC1008-S02-SN04,2024-09-28T04:00:00,1.34037
AC1008-S02-SN04-R02145,AC1008-S02-SN04,2024-09-28T08:00:00,1.37739
AC1008-S02-SN04-R02149,AC1008-S02-SN04,2024-09-28T12:00:00,1.32459
AC1008-S02-SN04-R02153,AC1008-S02-SN04,2024-09-28T16:00:00,1.34809
AC1008-S02-SN04-R02157,AC1008-S02-SN04,2024-09-28T20:00:00,1.34388
AC1009-S01-SN01-R00001,AC1009-S01-SN01,2024-07-01T00:00:00,639.24128
AC1009-S01-SN01-R00005,AC1009-S01-SN01,2024-07-01T04:00:00,632.00881
AC1009-S01-SN01-R00009,AC1009-S01-SN01,2024-07-01T08:00:00,635.45984
AC1009-S01-SN01-R00013,AC1009-S01-SN01,2024-07-01T12:00:00,637.48941
AC1009-S01-SN01-R00017,AC1009-S01-SN01,2024-07-01T16:00:00,632.1079
AC1009-S01-SN01-R00021,AC1009-S01-SN01,2024-07-01T20:00:00,635.7548
AC1009-S01-SN01-R00025,AC1009-S01-SN01,2024-07-02T00:00:00,635.64752
AC1009-S01-SN01-R00029,AC1009-S01-SN01,2024-07-02T04:00:00,634.20862
AC1009-S01-SN01-R00033,AC1009-S01-SN01,2024-07-02T08:00:00,638.03085
AC1009-S01-SN01-R00037,AC1009-S01-SN01,2024-07-02T12:00:00,631.63903
AC1009-S01-SN01-R00041,AC1009-S01-SN01,2024-07-02T16:00:00,634.81746
AC1009-S01-SN01-R00045,AC1009-S01-SN01,2024-07-02T20:00:00,636.09347
AC1009-S01-SN01-R00049,AC1009-S01-SN01,2024-07-03T00:00:00,633.29341
AC1009-S01-SN01-R00053,AC1009-S01-SN01,2024-07-03T04:00:00,634.73009
AC1009-S01-SN01-R00057,AC1009-S01-SN01,2024-07-03T08:00:00,634.62863
AC1009-S01-SN01-R00061,AC1009-S01-SN01,2024-07-03T12:00:00,632.02816
AC1009-S01-SN01-R00065,AC1009-S01-SN01,2024-07-03T16:00:00,632.15336
AC1009-S01-SN01-R00069,AC1009-S01-SN01,2024-07-03T20:00:00,634.76665
