:START_ID(Flight),:END_ID(Airport)
FL03081,AP020
FL03082,AP003
FL03083,AP025
FL03084,AP004
FL03085,AP003
FL03086,AP006
FL03087,AP020
FL03088,AP010
FL03089,AP007
FL03090,AP008
FL03091,AP015
FL03092,AP038
FL03093,AP013
FL03094,AP004
FL03095,AP035
FL03096,AP004
FL03097,AP024
FL03098,AP021
FL03099,AP010
FL03100,AP009
FL03101,AP013
FL03102,AP004
FL03103,AP002
FL03104,AP005
FL03105,AP011
FL03106,AP007
FL03107,AP010
FL03108,AP001
FL03109,AP008
FL03110,AP018
FL03111,AP003
FL03112,AP006
FL03113,AP013
FL03114,AP023
FL03115,AP024
FL03116,AP018
FL03117,AP009
FL03118,AP019
FL03119,AP016
FL03120,AP038
FL03121,AP018
FL03122,AP006
FL03123,AP035
FL03124,AP008
FL03125,AP028
FL03126,AP006
FL03127,AP004
FL03128,AP008
FL03129,AP005
FL03130,AP006
FL03131,AP029
FL03132,AP031
FL03133,AP026
FL03134,AP003
FL03135,AP001
FL03136,AP039
FL03137,AP034
FL03138,AP001
FL03139,AP008
FL03140,AP007
FL03141,AP024
FL03142,AP032
FL03143,AP030
FL03144,AP022
FL03145,AP007
FL03146,AP002
FL03147,AP008
FL03148,AP017
FL03149,AP020
FL03150,AP037
FL03151,AP038
FL03152,AP007
FL03153,AP001
FL03154,AP010
FL03155,AP001
FL03156,AP034
FL03157,AP028
FL03158,AP003
FL03159,AP002
FL03160,AP015
FL03161,AP032
FL03162,AP002
FL03163,AP020
FL03164,AP032
FL03165,AP038
FL03166,AP025
FL03167,AP033
FL03168,AP031
FL03169,AP024
FL03170,AP032
FL03171,AP001
FL03172,AP007
FL03173,AP012
FL03174,AP017
FL03175,AP034
FL03176,AP008
FL03177,AP001
FL03178,AP016
FL03179,AP033
FL03180,AP013
FL03181,AP025
FL03182,AP036
FL03183,AP008
FL03184,AP029
FL03185,AP004
FL03186,AP024
FL03187,AP029
FL03188,AP004
FL03189,AP007
FL03190,AP008
FL03191,AP018
FL03192,AP003
FL03193,AP006
FL03194,AP017
FL03195,AP034
FL03196,AP031
FL03197,AP032
FL03198,AP004
FL03199,AP018
FL03200,AP003
FL03201,AP024
FL03202,AP005
FL03203,AP004
FL03204,AP003
FL03205,AP007
FL03206,AP002
FL03207,AP011
FL03208,AP009
FL03209,AP021
FL03210,AP006
FL03211,AP010
FL03212,AP002
FL03213,AP030
FL03214,AP014
FL03215,AP035
FL03216,AP007
FL03217,AP014
FL03218,AP004
FL03219,AP003
FL03220,AP001
FL03221,AP014
FL03222,AP007
FL03223,AP010
FL03224,AP037
FL03225,AP003
FL03226,AP010
FL03227,AP037
FL03228,AP005
FL03229,AP039
FL03230,AP010
FL03231,AP005
FL03232,AP031
FL03233,AP017
FL03234,AP004
FL03235,AP008
FL03236,AP025
FL03237,AP001
FL03238,AP040
FL03239,AP033
FL03240,AP002
FL03241,AP022
FL03242,AP039
FL03243,AP001
FL03244,AP003
FL03245,AP006
FL03246,AP023
FL03247,AP010
FL03248,AP012
FL03249,AP007
FL03250,AP009
FL03251,AP008
FL03252,AP013
FL03253,AP038
FL03254,AP004
FL03255,AP031
FL03256,AP010
FL03257,AP015
FL03258,AP001
FL03259,AP008
FL03260,AP006
FL03261,AP038
FL03262,AP010
FL03263,AP039
FL03264,AP008
FL03265,AP007
FL03266,AP034
FL03267,AP016
FL03268,AP003
FL03269,AP019
FL03270,AP014
FL03271,AP028
FL03272,AP031
FL03273,AP036
FL03274,AP040
FL03275,AP006
FL03276,AP005
FL03277,AP030
FL03278,AP012
FL03279,AP005
FL03280,AP007
FL03281,AP031
FL03282,AP001
FL03283,AP017
FL03284,AP013
FL03285,AP005
FL03286,AP010
FL03287,AP013
FL03288,AP039
FL03289,AP009
FL03290,AP022
FL03291,AP005
FL03292,AP007
FL03293,AP033
FL03294,AP030
FL03295,AP004
FL03296,AP007
FL03297,AP005
FL03298,AP003
FL03299,AP014
FL03300,AP011
FL03301,AP009
FL03302,AP004
FL03303,AP021
FL03304,AP017
FL03305,AP009
FL03306,AP037
FL03307,AP030
FL03308,AP015
FL03309,AP020
FL03310,AP008
FL03311,AP025
FL03312,AP007
FL03313,AP010
FL03314,AP008
FL03315,AP004
FL03316,AP009
FL03317,AP010
FL03318,AP005
FL03319,AP006
FL03320,AP007
FL03321,AP013
FL03322,AP008
FL03323,AP007
FL03324,AP001
FL03325,AP008
FL03326,AP038
FL03327,AP008
FL03328,AP028
FL03329,AP003
FL03330,AP035
FL03331,AP019
FL03332,AP003
FL03333,AP035
FL03334,AP034
FL03335,AP008
FL03336,AP006
FL03337,AP008
FL03338,AP004
FL03339,AP031
FL03340,AP006
FL03341,AP026
FL03342,AP001
FL03343,AP007
FL03344,AP002
FL03345,AP010
FL03346,AP009
FL03347,AP036
FL03348,AP007
FL03349,AP003
FL03350,AP010
FL03351,AP007
FL03352,AP009
FL03353,AP014
FL03354,AP033
FL03355,AP008
FL03356,AP013
FL03357,AP008
FL03358,AP005
FL03359,AP003
FL03360,AP005
FL03361,AP007
FL03362,AP006
FL03363,AP038
FL03364,AP004
FL03365,AP008
FL03366,AP025
FL03367,AP001
FL03368,AP008
FL03369,AP013
FL03370,AP033
FL03371,AP031
FL03372,AP001
FL03373,AP005
FL03374,AP003
FL03375,AP019
FL03376,AP005
FL03377,AP016
FL03378,AP010
FL03379,AP002
FL03380,AP006
FL03381,AP021
FL03382,AP008
FL03383,AP006
FL03384,AP004
FL03385,AP009
FL03386,AP020
FL03387,AP013
FL03388,AP002
FL03389,AP005
FL03390,AP002
FL03391,AP006
FL03392,AP025
FL03393,AP023
FL03394,AP002
FL03395,AP027
FL03396,AP003
FL03397,AP005
FL03398,AP039
FL03399,AP005
FL03400,AP026
FL03401,AP028
FL03402,AP001
FL03403,AP035
FL03404,AP005
FL03405,AP006
FL03406,AP003
FL03407,AP006
FL03408,AP005
FL03409,AP008
FL03410,AP001
FL03411,AP029
FL03412,AP040
FL03413,AP020
FL03414,AP001
FL03415,AP023
FL03416,AP012
FL03417,AP025
FL03418,AP001
FL03419,AP009
FL03420,AP001
FL03421,AP023
FL03422,AP012
FL03423,AP004
FL03424,AP038
FL03425,AP005
FL03426,AP008
FL03427,AP006
FL03428,AP037
FL03429,AP003
FL03430,AP035
FL03431,AP006
FL03432,AP020
FL03433,AP027
FL03434,AP014
FL03435,AP032
FL03436,AP011
FL03437,AP005
FL03438,AP020
FL03439,AP031
FL03440,AP024
FL03441,AP004
FL03442,AP021
FL03443,AP025
FL03444,AP015
FL03445,AP008
FL03446,AP034
FL03447,AP027
FL03448,AP002
FL03449,AP014
FL03450,AP001
FL03451,AP033
FL03452,AP004
FL03453,AP010
FL03454,AP001
FL03455,AP036
FL03456,AP035
FL03457,AP030
FL03458,AP009
FL03459,AP013
FL03460,AP003
FL03461,AP001
FL03462,AP003
FL03463,AP040
FL03464,AP001
FL03465,AP010
FL03466,AP013
FL03467,AP002
FL03468,AP034
FL03469,AP038
FL03470,AP002
FL03471,AP039
FL03472,AP035
FL03473,AP001
FL03474,AP033
FL03475,AP007
FL03476,AP022
FL03477,AP005
FL03478,AP019
FL03479,AP012
FL03480,AP030
FL03481,AP008
FL03482,AP002
FL03483,AP005
FL03484,AP004
FL03485,AP027
FL03486,AP006
FL03487,AP005
FL03488,AP011
FL03489,AP006
FL03490,AP013
FL03491,AP001
FL03492,AP030
FL03493,AP009
FL03494,AP005
FL03495,AP006
FL03496,AP001
FL03497,AP023
FL03498,AP008
FL03499,AP013
FL03500,AP039
FL03501,AP010
FL03502,AP026
FL03503,AP009
FL03504,AP002
FL03505,AP036
FL03506,AP011
FL03507,AP002
FL03508,AP006
FL03509,AP005
FL03510,AP006
FL03511,AP005
FL03512,AP018
FL03513,AP023
FL03514,AP035
FL03515,AP025
FL03516,AP001
FL03517,AP005
FL03518,AP003
FL03519,AP002
FL03520,AP023
FL03521,AP007
FL03522,AP020
FL03523,AP007
FL03524,AP006
FL03525,AP002
FL03526,AP017
FL03527,AP005
FL03528,AP020
FL03529,AP003
FL03530,AP006
FL03531,AP017
FL03532,AP009
FL03533,AP003
FL03534,AP018
FL03535,AP006
FL03536,AP022
FL03537,AP004
FL03538,AP033
FL03539,AP039
FL03540,AP007
FL03541,AP006
FL03542,AP004
FL03543,AP007
FL03544,AP013
FL03545,AP020
FL03546,AP008
FL03547,AP029
FL03548,AP001
FL03549,AP031
FL03550,AP006
FL03551,AP040
FL03552,AP039
FL03553,AP020
FL03554,AP010
FL03555,AP039
FL03556,AP015
FL03557,AP005
FL03558,AP026
FL03559,AP010
FL03560,AP013
FL03561,AP009
FL03562,AP001
FL03563,AP035
FL03564,AP024
FL03565,AP005
FL03566,AP026
FL03567,AP022
FL03568,AP002
FL03569,AP003
FL03570,AP035
FL03571,AP002
FL03572,AP007
FL03573,AP004
FL03574,AP010
FL03575,AP040
FL03576,AP002
FL03577,AP018
FL03578,AP017
FL03579,AP003
FL03580,AP033
FL03581,AP040
FL03582,AP005
FL03583,AP033
FL03584,AP009
FL03585,AP037
FL03586,AP003
FL03587,AP010
FL03588,AP017
FL03589,AP010
FL03590,AP004
FL03591,AP005
FL03592,AP032
FL03593,AP002
FL03594,AP004
FL03595,AP020
FL03596,AP008
FL03597,AP002
FL03598,AP033
FL03599,AP010
FL03600,AP032
FL03601,AP003
FL03602,AP009
FL03603,AP005
FL03604,AP028
FL03605,AP005
FL03606,AP023
FL03607,AP007
FL03608,AP004
FL03609,AP007
FL03610,AP014
FL03611,AP005
FL03612,AP039
FL03613,AP016
FL03614,AP019
FL03615,AP006
FL03616,AP025
FL03617,AP010
FL03618,AP034
FL03619,AP008
FL03620,AP010
FL03621,AP007
FL03622,AP005
FL03623,AP011
FL03624,AP037
FL03625,AP008
FL03626,AP026
FL03627,AP006
FL03628,AP007
FL03629,AP040
FL03630,AP015
FL03631,AP039
FL03632,AP035
FL03633,AP001
FL03634,AP003
FL03635,AP020
FL03636,AP003
FL03637,AP006
FL03638,AP033
FL03639,AP006
FL03640,AP007
FL03641,AP003
FL03642,AP001
FL03643,AP008
FL03644,AP024
FL03645,AP003
FL03646,AP019
FL03647,AP020
FL03648,AP004
FL03649,AP003
FL03650,AP028
FL03651,AP027
FL03652,AP003
FL03653,AP032
FL03654,AP007
FL03655,AP021
FL03656,AP005
FL03657,AP009
FL03658,AP007
FL03659,AP009
FL03660,AP006
FL03661,AP003
FL03662,AP028
FL03663,AP002
FL03664,AP016
FL03665,AP007
FL03666,AP021
FL03667,AP004
FL03668,AP016
FL03669,AP010
FL03670,AP002
FL03671,AP008
FL03672,AP016
FL03673,AP004
FL03674,AP023
FL03675,AP010
FL03676,AP034
FL03677,AP002
FL03678,AP006
FL03679,AP002
FL03680,AP038
FL03681,AP024
FL03682,AP039
FL03683,AP009
FL03684,AP035
FL03685,AP003
FL03686,AP005
FL03687,AP010
FL03688,AP037
FL03689,AP034
FL03690,AP033
FL03691,AP004
FL03692,AP018
FL03693,AP008
FL03694,AP033
FL03695,AP039
FL03696,AP012
FL03697,AP001
FL03698,AP003
FL03699,AP004
FL03700,AP003
FL03701,AP037
FL03702,AP001
FL03703,AP010
FL03704,AP005
FL03705,AP003
FL03706,AP010
FL03707,AP006
FL03708,AP034
FL03709,AP009
FL03710,AP005
FL03711,AP011
FL03712,AP003
FL03713,AP032
FL03714,AP005
FL03715,AP019
FL03716,AP033
FL03717,AP026
FL03718,AP008
FL03719,AP033
FL03720,AP002
FL03721,AP010
FL03722,AP011
FL03723,AP007
FL03724,AP003
FL03725,AP024
FL03726,AP017
FL03727,AP038
FL03728,AP040
FL03729,AP016
FL03730,AP020
FL03731,AP001
FL03732,AP035
FL03733,AP001
FL03734,AP029
FL03735,AP017
FL03736,AP028
FL03737,AP001
FL03738,AP032
FL03739,AP002
FL03740,AP009
FL03741,AP004
FL03742,AP034
FL03743,AP028
FL03744,AP010
FL03745,AP002
FL03746,AP016
FL03747,AP009
FL03748,AP012
FL03749,AP029
FL03750,AP025
FL03751,AP031
FL03752,AP035
FL03753,AP028
FL03754,AP019
FL03755,AP002
FL03756,AP008
FL03757,AP024
FL03758,AP007
FL03759,AP012
FL03760,AP030
FL03761,AP005
FL03762,AP014
FL03763,AP023
FL03764,AP019
FL03765,AP003
FL03766,AP017
FL03767,AP038
FL03768,AP005
FL03769,AP029
FL03770,AP005
FL03771,AP010
FL03772,AP004
FL03773,AP007
FL03774,AP017
FL03775,AP007
FL03776,AP039
FL03777,AP022
FL03778,AP037
FL03779,AP013
FL03780,AP003
FL03781,AP014
FL03782,AP031
FL03783,AP004
FL03784,AP002
FL03785,AP028
FL03786,AP022
FL03787,AP003
FL03788,AP017
FL03789,AP003
FL03790,AP002
FL03791,AP004
FL03792,AP005
FL03793,AP007
FL03794,AP002
FL03795,AP005
FL03796,AP024
FL03797,AP015
FL03798,AP003
FL03799,AP015
FL03800,AP005
FL03801,AP009
FL03802,AP002
FL03803,AP007
FL03804,AP008
FL03805,AP015
FL03806,AP002
FL03807,AP009
FL03808,AP017
FL03809,AP009
FL03810,AP014
FL03811,AP008
FL03812,AP006
FL03813,AP002
FL03814,AP036
FL03815,AP012
FL03816,AP032
FL03817,AP026
FL03818,AP003
FL03819,AP005
FL03820,AP007
FL03821,AP008
FL03822,AP018
FL03823,AP038
FL03824,AP009
FL03825,AP005
FL03826,AP017
FL03827,AP005
FL03828,AP010
FL03829,AP026
FL03830,AP007
FL03831,AP008
FL03832,AP021
FL03833,AP009
FL03834,AP002
FL03835,AP016
FL03836,AP004
FL03837,AP015
FL03838,AP011
FL03839,AP007
FL03840,AP004
FL03841,AP019
FL03842,AP010
FL03843,AP019
FL03844,AP004
FL03845,AP009
FL03846,AP010
FL03847,AP007
FL03848,AP038
FL03849,AP003
FL03850,AP004
FL03851,AP008
FL03852,AP009
FL03853,AP035
FL03854,AP038
FL03855,AP005
FL03856,AP001
FL03857,AP003
FL03858,AP004
FL03859,AP015
FL03860,AP033
FL03861,AP017
FL03862,AP013
FL03863,AP030
FL03864,AP031
FL03865,AP011
FL03866,AP009
FL03867,AP002
FL03868,AP005
FL03869,AP013
FL03870,AP006
FL03871,AP005
FL03872,AP030
FL03873,AP002
FL03874,AP001
FL03875,AP037
FL03876,AP027
FL03877,AP004
FL03878,AP035
FL03879,AP013
FL03880,AP001
FL03881,AP016
FL03882,AP031
FL03883,AP002
FL03884,AP008
FL03885,AP004
FL03886,AP007
FL03887,AP004
FL03888,AP003
FL03889,AP001
FL03890,AP003
FL03891,AP008
FL03892,AP024
FL03893,AP003
FL03894,AP017
FL03895,AP010
FL03896,AP008
FL03897,AP006
FL03898,AP010
FL03899,AP023
FL03900,AP005
FL03901,AP034
FL03902,AP005
FL03903,AP003
FL03904,AP009
FL03905,AP033
FL03906,AP002
FL03907,AP031
FL03908,AP005
FL03909,AP009
FL03910,AP018
FL03911,AP012
FL03912,AP036
FL03913,AP002
FL03914,AP029
FL03915,AP007
FL03916,AP003
FL03917,AP007
FL03918,AP025
FL03919,AP001
FL03920,AP004
FL03921,AP015
FL03922,AP010
FL03923,AP006
FL03924,AP015
FL03925,AP014
FL03926,AP004
FL03927,AP006
FL03928,AP007
FL03929,AP021
FL03930,AP016
FL03931,AP005
FL03932,AP001
FL03933,AP006
FL03934,AP004
FL03935,AP003
FL03936,AP005
FL03937,AP002
FL03938,AP036
FL03939,AP032
FL03940,AP014
FL03941,AP005
FL03942,AP006
FL03943,AP032
FL03944,AP015
FL03945,AP024
FL03946,AP002
FL03947,AP009
FL03948,AP006
FL03949,AP001
FL03950,AP010
FL03951,AP040
FL03952,AP008
FL03953,AP007
FL03954,AP035
FL03955,AP019
FL03956,AP002
FL03957,AP022
FL03958,AP004
FL03959,AP010
FL03960,AP017
FL03961,AP001
FL03962,AP014
FL03963,AP003
FL03964,AP006
FL03965,AP030
FL03966,AP019
FL03967,AP005
FL03968,AP004
FL03969,AP010
FL03970,AP018
FL03971,AP001
FL03972,AP006
FL03973,AP001
FL03974,AP032
FL03975,AP013
FL03976,AP008
FL03977,AP006
FL03978,AP008
FL03979,AP001
FL03980,AP015
FL03981,AP003
FL03982,AP025
FL03983,AP035
FL03984,AP009
FL03985,AP003
FL03986,AP008
FL03987,AP018
FL03988,AP023
FL03989,AP014
FL03990,AP013
FL03991,AP008
FL03992,AP012
FL03993,AP004
FL03994,AP032
FL03995,AP006
FL03996,AP003
FL03997,AP010
FL03998,AP007
FL03999,AP001
FL04000,AP040
FL04001,AP004
FL04002,AP008
FL04003,AP009
FL04004,AP034
FL04005,AP021
FL04006,AP026
FL04007,AP007
FL04008,AP015
FL04009,AP002
FL04010,AP007
FL04011,AP020
FL04012,AP006
FL04013,AP001
FL04014,AP009
FL04015,AP024
FL04016,AP010
FL04017,AP008
FL04018,AP003
FL04019,AP035
FL04020,AP013
FL04021,AP005
FL04022,AP007
FL04023,AP013
FL04024,AP029
FL04025,AP005
FL04026,AP001
FL04027,AP008
FL04028,AP013
FL04029,AP003
FL04030,AP024
FL04031,AP037
FL04032,AP026
FL04033,AP009
FL04034,AP005
FL04035,AP024
FL04036,AP007
FL04037,AP017
FL04038,AP031
FL04039,AP034
FL04040,AP001
FL04041,AP003
FL04042,AP008
FL04043,AP012
FL04044,AP010
FL04045,AP031
FL04046,AP039
FL04047,AP009
FL04048,AP003
FL04049,AP011
FL04050,AP010
FL04051,AP016
FL04052,AP014
FL04053,AP004
FL04054,AP006
FL04055,AP025
FL04056,AP010
FL04057,AP004
FL04058,AP005
FL04059,AP017
FL04060,AP022
FL04061,AP001
FL04062,AP024
FL04063,AP019
FL04064,AP023
FL04065,AP010
FL04066,AP020
FL04067,AP006
FL04068,AP002
FL04069,AP021
FL04070,AP009
FL04071,AP007
FL04072,AP009
FL04073,AP010
FL04074,AP003
FL04075,AP029
FL04076,AP004
FL04077,AP029
FL04078,AP001
FL04079,AP027
FL04080,AP003
FL04081,AP007
FL04082,AP034
FL04083,AP005
FL04084,AP031
FL04085,AP019
FL04086,AP010
FL04087,AP006
FL04088,AP019
FL04089,AP008
FL04090,AP022
FL04091,AP001
FL04092,AP031
FL04093,AP004
FL04094,AP038
FL04095,AP024
FL04096,AP025
FL04097,AP040
FL04098,AP033
FL04099,AP036
FL04100,AP008
FL04101,AP003
FL04102,AP040
FL04103,AP015
FL04104,AP027
FL04105,AP006
FL04106,AP022
FL04107,AP016
FL04108,AP024
FL04109,AP002
FL04110,AP038
FL04111,AP003
FL04112,AP020
FL04113,AP006
FL04114,AP001
FL04115,AP005
FL04116,AP004
FL04117,AP005
FL04118,AP002
FL04119,AP005
FL04120,AP027
FL04121,AP001
FL04122,AP004
FL04123,AP023
FL04124,AP005
FL04125,AP008
FL04126,AP030
FL04127,AP033
FL04128,AP027
FL04129,AP016
FL04130,AP005
FL04131,AP016
FL04132,AP007
FL04133,AP036
FL04134,AP001
FL04135,AP010
FL04136,AP011
FL04137,AP038
FL04138,AP001
FL04139,AP019
FL04140,AP015
FL04141,AP007
FL04142,AP030
FL04143,AP008
FL04144,AP039
FL04145,AP010
FL04146,AP038
FL04147,AP023
FL04148,AP008
FL04149,AP017
FL04150,AP001
FL04151,AP040
FL04152,AP023
FL04153,AP005
FL04154,AP006
FL04155,AP007
FL04156,AP003
FL04157,AP040
FL04158,AP002
FL04159,AP009
FL04160,AP037
FL04161,AP018
FL04162,AP023
FL04163,AP040
FL04164,AP004
FL04165,AP024
FL04166,AP004
FL04167,AP006
FL04168,AP003
FL04169,AP001
FL04170,AP005
FL04171,AP006
FL04172,AP002
FL04173,AP018
FL04174,AP002
FL04175,AP007
FL04176,AP019
FL04177,AP010
FL04178,AP036
FL04179,AP029
FL04180,AP009
FL04181,AP006
FL04182,AP010
FL04183,AP019
FL04184,AP008
FL04185,AP005
FL04186,AP007
FL04187,AP006
FL04188,AP007
FL04189,AP024
FL04190,AP008
FL04191,AP029
FL04192,AP034
FL04193,AP009
FL04194,AP030
FL04195,AP032
FL04196,AP022
FL04197,AP015
FL04198,AP009
FL04199,AP040
FL04200,AP005
FL04201,AP025
FL04202,AP005
FL04203,AP020
FL04204,AP001
FL04205,AP018
FL04206,AP007
FL04207,AP001
FL04208,AP002
FL04209,AP040
FL04210,AP004
FL04211,AP008
FL04212,AP027
FL04213,AP006
FL04214,AP017
FL04215,AP005
FL04216,AP001
FL04217,AP006
FL04218,AP001
FL04219,AP010
FL04220,AP011
FL04221,AP002
FL04222,AP009
FL04223,AP001
FL04224,AP033
FL04225,AP009
FL04226,AP037
FL04227,AP023
FL04228,AP003
FL04229,AP010
FL04230,AP019
FL04231,AP003
FL04232,AP020
FL04233,AP016
FL04234,AP003
FL04235,AP033
FL04236,AP004
FL04237,AP021
FL04238,AP039
FL04239,AP031
FL04240,AP009
FL04241,AP023
FL04242,AP011
FL04243,AP010
FL04244,AP039
FL04245,AP035
FL04246,AP006
FL04247,AP002
FL04248,AP028
FL04249,AP008
FL04250,AP034
FL04251,AP017
FL04252,AP006
FL04253,AP025
FL04254,AP008
FL04255,AP037
FL04256,AP010
FL04257,AP009
FL04258,AP007
FL04259,AP013
FL04260,AP010
FL04261,AP027
FL04262,AP007
FL04263,AP024
FL04264,AP005
FL04265,AP003
FL04266,AP009
FL04267,AP003
FL04268,AP004
FL04269,AP012
FL04270,AP016
FL04271,AP040
FL04272,AP028
FL04273,AP034
FL04274,AP015
FL04275,AP008
FL04276,AP025
FL04277,AP001
FL04278,AP002
FL04279,AP004
FL04280,AP033
FL04281,AP002
FL04282,AP008
FL04283,AP022
FL04284,AP009
FL04285,AP023
FL04286,AP010
FL04287,AP033
FL04288,AP003
FL04289,AP034
FL04290,AP016
FL04291,AP003
FL04292,AP009
FL04293,AP003
FL04294,AP005
FL04295,AP009
FL04296,AP004
FL04297,AP005
FL04298,AP031
FL04299,AP007
FL04300,AP002
FL04301,AP004
FL04302,AP010
FL04303,AP013
FL04304,AP017
FL04305,AP003
FL04306,AP007
FL04307,AP020
FL04308,AP032
FL04309,AP026
FL04310,AP001
FL04311,AP003
FL04312,AP002
FL04313,AP025
FL04314,AP034
FL04315,AP002
FL04316,AP022
FL04317,AP024
FL04318,AP021
FL04319,AP009
FL04320,AP006
FL04321,AP007
FL04322,AP030
FL04323,AP018
FL04324,AP004
FL04325,AP009
FL04326,AP021
FL04327,AP034
FL04328,AP024
FL04329,AP003
FL04330,AP013
FL04331,AP007
FL04332,AP008
FL04333,AP010
FL04334,AP001
FL04335,AP012
FL04336,AP005
FL04337,AP004
FL04338,AP040
FL04339,AP004
FL04340,AP008
FL04341,AP006
FL04342,AP007
FL04343,AP004
FL04344,AP007
FL04345,AP008
FL04346,AP037
FL04347,AP026
FL04348,AP010
FL04349,AP038
FL04350,AP025
FL04351,AP009
FL04352,AP005
FL04353,AP006
FL04354,AP033
FL04355,AP037
FL04356,AP028
FL04357,AP001
FL04358,AP009
FL04359,AP032
FL04360,AP003
FL04361,AP009
FL04362,AP036
FL04363,AP003
FL04364,AP009
FL04365,AP008
FL04366,AP002
FL04367,AP008
FL04368,AP025
FL04369,AP004
FL04370,AP006
FL04371,AP010
FL04372,AP033
FL04373,AP011
FL04374,AP006
FL04375,AP005
FL04376,AP018
FL04377,AP004
FL04378,AP007
FL04379,AP003
FL04380,AP024
FL04381,AP009
FL04382,AP010
FL04383,AP005
FL04384,AP009
FL04385,AP003
FL04386,AP006
FL04387,AP001
FL04388,AP006
FL04389,AP016
FL04390,AP005
FL04391,AP006
FL04392,AP005
FL04393,AP008
FL04394,AP004
FL04395,AP018
FL04396,AP037
FL04397,AP009
FL04398,AP007
FL04399,AP006
FL04400,AP009
FL04401,AP004
FL04402,AP040
FL04403,AP038
FL04404,AP009
FL04405,AP025
FL04406,AP026
FL04407,AP007
FL04408,AP010
FL04409,AP018
FL04410,AP005
FL04411,AP004
FL04412,AP019
FL04413,AP031
FL04414,AP005
FL04415,AP030
FL04416,AP035
FL04417,AP007
FL04418,AP030
FL04419,AP002
FL04420,AP032
FL04421,AP014
FL04422,AP012
FL04423,AP009
FL04424,AP002
FL04425,AP015
FL04426,AP003
FL04427,AP005
FL04428,AP028
FL04429,AP009
FL04430,AP010
FL04431,AP022
FL04432,AP008
FL04433,AP020
FL04434,AP032
FL04435,AP024
FL04436,AP007
FL04437,AP010
FL04438,AP017
FL04439,AP006
FL04440,AP009
FL04441,AP037
FL04442,AP035
FL04443,AP022
FL04444,AP009
FL04445,AP028
FL04446,AP026
FL04447,AP006
FL04448,AP005
FL04449,AP039
FL04450,AP003
FL04451,AP004
FL04452,AP010
FL04453,AP005
FL04454,AP032
FL04455,AP009
FL04456,AP002
FL04457,AP008
FL04458,AP010
FL04459,AP019
FL04460,AP013
FL04461,AP010
FL04462,AP008
FL04463,AP007
FL04464,AP002
FL04465,AP007
FL04466,AP003
FL04467,AP007
FL04468,AP006
FL04469,AP008
FL04470,AP004
FL04471,AP007
FL04472,AP008
FL04473,AP019
FL04474,AP003
FL04475,AP010
FL04476,AP026
FL04477,AP011
FL04478,AP030
FL04479,AP026
FL04480,AP018
FL04481,AP020
FL04482,AP008
FL04483,AP007
FL04484,AP006
FL04485,AP009
FL04486,AP003
FL04487,AP033
FL04488,AP001
FL04489,AP025
FL04490,AP013
FL04491,AP008
FL04492,AP014
FL04493,AP002
FL04494,AP029
FL04495,AP004
FL04496,AP038
FL04497,AP001
FL04498,AP010
FL04499,AP003
FL04500,AP009
FL04501,AP026
FL04502,AP006
FL04503,AP009
FL04504,AP001
FL04505,AP010
FL04506,AP004
FL04507,AP016
FL04508,AP026
FL04509,AP001
FL04510,AP003
FL04511,AP006
FL04512,AP011
FL04513,AP003
FL04514,AP016
FL04515,AP005
FL04516,AP004
FL04517,AP006
FL04518,AP009
FL04519,AP017
FL04520,AP008
FL04521,AP023
FL04522,AP010
FL04523,AP003
FL04524,AP001
FL04525,AP010
FL04526,AP035
FL04527,AP012
FL04528,AP006
FL04529,AP003
FL04530,AP009
FL04531,AP036
FL04532,AP009
FL04533,AP026
FL04534,AP023
FL04535,AP036
FL04536,AP008
FL04537,AP004
FL04538,AP023
FL04539,AP002
FL04540,AP028
FL04541,AP029
FL04542,AP005
FL04543,AP034
FL04544,AP005
FL04545,AP007
FL04546,AP003
FL04547,AP007
FL04548,AP005
FL04549,AP001
FL04550,AP010
FL04551,AP004
FL04552,AP015
FL04553,AP003
FL04554,AP009
FL04555,AP030
FL04556,AP019
FL04557,AP005
FL04558,AP017
FL04559,AP008
FL04560,AP035
FL04561,AP015
FL04562,AP021
FL04563,AP006
FL04564,AP018
FL04565,AP009
FL04566,AP007
FL04567,AP030
FL04568,AP007
FL04569,AP009
FL04570,AP013
FL04571,AP030
FL04572,AP016
FL04573,AP010
FL04574,AP002
FL04575,AP003
FL04576,AP001
FL04577,AP010
FL04578,AP015
FL04579,AP010
FL04580,AP002
FL04581,AP009
FL04582,AP035
FL04583,AP034
FL04584,AP001
FL04585,AP010
FL04586,AP016
FL04587,AP002
FL04588,AP026
FL04589,AP017
FL04590,AP030
FL04591,AP009
FL04592,AP005
FL04593,AP023
FL04594,AP005
FL04595,AP008
FL04596,AP005
FL04597,AP002
FL04598,AP027
FL04599,AP005
FL04600,AP006
FL04601,AP004
FL04602,AP040
FL04603,AP022
FL04604,AP007
FL04605,AP002
FL04606,AP035
FL04607,AP016
FL04608,AP033
FL04609,AP008
FL04610,AP040
FL04611,AP005
FL04612,AP026
FL04613,AP001
FL04614,AP033
FL04615,AP006
FL04616,AP027
FL04617,AP037
FL04618,AP012
FL04619,AP031
FL04620,AP005
FL04621,AP038
FL04622,AP008
FL04623,AP005
FL04624,AP014
FL04625,AP007
FL04626,AP008
FL04627,AP002
FL04628,AP018
FL04629,AP005
FL04630,AP001
FL04631,AP036
FL04632,AP020
FL04633,AP032
